% # columns="iter, evals, sigma, 0, fitness, xbest" seed=102338, Tue Feb 21 18:30:04 2023, <python>{}</python>
1 10 0.0939388323910715 0 -2302.7987392124846 0.6025494049530705 0.6103490118747129 0.3522343556752455 0.014025449715058397 0.7218224243553163 0.9025513579432344 0.6067525833396045 0.8488970079065044 0.5033204558586265
2 20 0.09370330048561867 0 -522.5621155871605 0.573233329061806 0.6862015881057861 0.522722941612946 -0.031593457710918094 0.5683600323238799 0.9062602770213124 0.5764465398328862 0.8844261168357592 0.4945628232466366
3 30 0.09253833838573755 0 -1119.0764947088676 0.5861595766475282 0.7054178628606336 0.3687657773741494 0.03356326535923556 0.640498568363219 0.9266639022987704 0.7141694517267445 0.7912594029624052 0.3976497858051644
4 40 0.0980255075197634 0 -12.609432141681369 0.6441530182424439 0.7022599654794667 0.37542421987589586 -0.05355830436325315 0.7170066361743223 0.9215447324438893 0.8154908404345587 0.7863045012292804 0.5164070500957284
5 50 0.10398447517535797 0 -447.73386201282807 0.7294705422678162 0.828092437213025 0.1815322835081071 0.023833997645387905 0.6404230306660166 0.8601534903573521 0.7196599007947192 0.7818434175867056 0.36104394053957023
6 60 0.11220042045991492 0 -597.8997840730668 0.6446927740660642 0.9466253126149269 0.25578638891837874 -0.05438389181123573 0.7594002450307912 0.7474490205916072 0.8143626701625343 0.7078782345305036 0.5039248669460987
7 70 0.11154964021773332 0 -460.2884955591443 0.5602698284565591 0.8393855533826451 0.27765003698055957 0.0446883030998831 0.6724887001124505 0.8397342587359091 0.9051211129585477 0.7513681014576304 0.5305484847862706
8 80 0.11406217904632938 0 -479.49807680324193 0.7583501028143823 0.7181254473221428 0.2124690837864831 0.05566673957367012 0.9562225852175769 0.8115700977354731 0.8132325041891082 0.7377962357226259 0.5061941844379794
9 90 0.11169866281345486 0 -214.88955047902317 0.6956223167640128 0.77507665497225 0.11421191772456343 0.03254013664964281 0.7483714386411925 0.7751132655169712 0.9403507113162838 0.7022241747951317 0.5728900726707107
10 100 0.11194503791699997 0 -403.1385352688834 0.5488694362067211 0.7752880785766763 0.19110347326315386 -0.03003090739786378 0.9817382123553632 0.697891472220099 0.781781716541444 0.4527716886156468 0.7333916710659886
11 110 0.11210128488819675 0 -376.96855997193717 0.6121282719599431 0.6286171982292392 0.048481458810767264 -0.0795581128493493 0.8420209057179586 0.8714733904908079 0.6942576800464169 0.49816634798465553 0.7975123315603407
12 120 0.12380198351788245 0 -140.7646354595545 0.5570483839024156 0.7047956011400485 -0.0082813059595441 -0.05205333520974496 0.7694534763583345 0.8741148479805644 0.8917887841132381 0.3067972323974535 0.8572855029074615
13 130 0.13045179523717595 0 -18.807088952840825 0.8303671412556379 0.5423887582911212 0.09117861323366497 -0.04354631144453346 0.5849273720296899 0.7877110070293694 1.1119109951706627 0.17732392222659676 0.7641566798877678
14 140 0.13762411424760465 0 -69.96434473730919 0.5970940312136649 0.5941289594727565 0.17127437361696485 -0.014233803293681575 0.850626944558243 0.6519810481858033 1.0183840242550948 0.030544498784820184 0.8369937593936447
15 150 0.1414422721799489 0 -256.8648803563265 0.8073299763158932 0.6812183884549611 -0.041902441234229204 -0.06828862096105406 0.8698370493543841 0.738792609590787 1.0174637056777318 0.18878650680386858 0.8793149390750201
16 160 0.14234196233154606 0 -223.3477978363331 0.613695577023096 0.4273406876583598 -0.01617511762990473 -0.06291915044205071 0.7897002905507243 0.9785319067468966 0.8816391225790523 -0.11744019206965424 0.8099669356016399
17 170 0.14878971479727193 0 -243.61568408466533 0.7482676646902157 0.6184931674527882 0.0014894731179821846 0.05533802279071928 0.6507708354161246 1.0546705558423008 0.7474167781307421 0.2563579503056556 0.7143500055698688
18 180 0.15745443154318267 0 -158.80170135078103 0.7501568989351179 0.6720161525503767 -0.05217733640186606 -0.054736000323036306 0.27356393503960313 1.1194579586330806 0.6535063713964787 0.2007561081196337 0.7438718812938471
19 190 0.15913720396929817 0 -0.054092016913436416 0.6156201582525946 0.41094460001945554 -0.021110250583469554 0.04034856395403674 0.5584425803184899 1.0575608964871621 0.7332179922474972 0.02240486289050185 0.7807926643376645
20 200 0.16192439278167867 0 -0.4142898673428278 0.49149460417721663 0.7235425559858502 0.08678037007346538 0.07189742060101206 0.3154107568307863 1.017729888290022 0.16715986029469376 0.3638482729204478 0.6083531604729762
21 210 0.14662524852174377 0 -0.07394223863558787 0.46827628534809795 0.3359883848266569 0.15798271617705104 0.05019380067588956 0.29608856777657966 1.1356773629508257 0.7467495720486328 0.01285887884603601 0.52683719675062
22 220 0.13883954798286394 0 0.028800834679889066 0.3952596919514812 0.6729153323547629 0.01811882658354569 -0.07112701710489253 0.31886356918029235 1.103481412630771 0.6616363074942373 0.10706237199790737 0.7783488323125531
23 230 0.13123583750179824 0 -50.37038465838155 0.6499195454600336 0.966933599276568 0.02805071139438812 0.0419102895440448 0.27715500997343623 0.9263231275797782 1.0042759279927225 0.12390516263960849 0.6938507405042208
24 240 0.1306886640544136 0 -0.854055688603268 0.5189988359385869 0.7745260996123414 -0.06507201829005106 -0.04476604366652161 0.34475042590363336 0.9332423177173271 0.9794501396316537 -0.17576399223403905 0.7115397471200687
25 250 0.12684301045441834 0 -0.5098862307488845 0.5137747895869993 0.7739424378810015 -0.11668941242954789 -0.05383938341649917 0.33270909185222386 0.9248114806066582 0.8204146406247345 0.054487683470160794 0.7085265281619685
26 260 0.12684411323524658 0 -122.70260921276002 0.462703084147053 0.6403758018285121 -0.20068817159638108 -0.06386428509849343 0.5327596769426712 1.0227939800517798 0.8699620493900314 -0.2676101485365745 0.5425918938466274
27 270 0.11868015360104679 0 -411.064062637994 0.47205357871111925 0.7472637719635702 -0.04978648552295538 0.04865562277050915 0.4458574787329582 0.8334442412386297 0.7663731229821276 0.054340974212381446 0.4685751932586679
28 280 0.11446585556337098 0 -3.380695240821181 0.6875783520544836 0.7276064429117306 0.07135052304360688 0.055158655171194906 0.3295746306807426 0.8554406391205867 0.6135640810014861 0.161588949293121 0.4545338465812967
29 290 0.10665885297200405 0 -50.40638724584008 0.7486881270121593 0.5659502428420329 -0.05807248000837943 -0.0430770013623756 0.3162197431531287 0.8004670952281252 0.938276757920087 -0.07287243613282497 0.5784277826849972
30 300 0.10533004088528426 0 -51.474629648245354 0.6846593304620808 0.5239689183658158 -0.009417558152195452 -0.05529747975014004 0.29606017117718786 0.8024386205548405 0.8723922051095736 -0.05580962271024855 0.6187165383639643
31 310 0.10533826078571641 0 -0.3430331753299941 0.49850864659403715 0.8271076869154654 -0.07401740154412666 -0.03871858263265298 0.3453293548816075 0.8666069909897787 0.5891621260377569 -0.07965112578772872 0.553109782199025
32 320 0.10306205832521477 0 -58.62352644432152 0.4777242391404255 0.696359004470007 0.005855096852799767 -0.051124190703191665 0.1132236537224886 0.9058880862591914 0.6950805672949304 0.11210221491841207 0.5836394031836836
