% # columns="iter, evals, sigma, 0, fitness, xbest" seed=103144, Tue Feb 21 18:30:10 2023, <python>{}</python>
1 10 0.09248891716367734 0 -1482.3042203386683 0.5968113308286565 0.8923718701696284 0.5280833897262246 -0.011958281316063857 0.605536496093387 0.7751775209014753 0.5217425010165913 1.1364352471150212 0.32577605232230766
2 20 0.0966314216006598 0 4.717010287047165 0.6598044304348897 0.8800492747346221 0.39570143205466596 0.04787332803037724 0.686150339137179 0.9364549342629009 0.546646950419462 1.039693183831541 0.3784531136070141
3 30 0.10797982697645864 0 0.1693463151057597 0.7092215564362153 0.805476401846871 0.35961044265817216 -0.00436797282561481 0.8538603051131923 1.0639127808872015 0.3864090594909566 1.19476136333578 0.4919438543299526
4 40 0.10562632625618061 0 -101.28772325588938 0.7357527379021399 0.7138862008012389 0.405410153940063 -0.006151949866634296 0.6265560513208673 0.9998945365955401 0.4577353545961439 1.192485264368571 0.42428643161439933
5 50 0.11069057036445795 0 -38.66125659986873 0.7486278340569997 0.7155661291911757 0.38614484404012633 0.0169358850030941 0.45576073627921737 0.9065323655219042 0.3228798628359798 1.1625215566257894 0.5158711037998734
6 60 0.11416083995283913 0 2.6819023469916807 0.7408562704312968 0.5659008064640223 0.4984173084857187 -0.04861294770136891 0.4961920969158678 1.1675561379254067 0.5224592768139703 1.3619296799299805 0.622717444023017
7 70 0.11798815590317879 0 1.5276531599903214 0.7901831359846115 0.7413959599499312 0.508400309701684 0.06323811268909113 0.47409141076501776 0.9227319193833377 0.3953768073209329 1.353898082751727 0.5260577515066782
8 80 0.12170399111766589 0 1.9616475033636374 0.8008749144303444 0.9051263852918536 0.5139718603258214 -0.077901766768976 0.47196491678755226 0.8640592227846116 0.41468693216934377 1.3251357370885342 0.6093283503590394
9 90 0.1326609704244364 0 -0.04454618433844784 0.9543464360016777 0.8536996856659665 0.6532147320484458 -0.10361847875486319 0.6371299328947173 1.1059150742372583 0.7544460573851334 1.2022946453985326 0.697242584661708
10 100 0.14574858644321254 0 0.003231710525075898 1.04527065518758 1.2722701010019575 0.7697864325930082 0.008385807854186154 0.4572856586883117 0.9125180757490003 0.567446148915995 1.198101110209869 0.5506661759901849
11 110 0.15554265296262762 0 -99.18109566138074 1.2039539491977476 1.1383254635318367 0.7565869424268701 -0.08038873810448618 0.40038134446999546 0.6753505985281486 0.5192532700763602 1.2089282700238784 0.5139861629627592
12 120 0.14243122998555438 0 3.682623891657426 0.7987578552141448 0.842045227920837 0.7817638077801451 0.04902859765981656 0.35914549331603746 1.0075317254001612 0.6092967460693551 1.3364749875587616 0.40380610075732914
13 130 0.14641373226931287 0 0.9726014270979089 0.9217559601440468 1.19713931674479 0.6794116734011507 -0.09841627788536106 0.2979513918408977 1.046592865528009 0.8780852054986001 1.4456781626178954 0.5159981476921306
14 140 0.1482704568193917 0 0.08624900009999675 1.0304773449816635 1.136470870293484 0.8263696862377727 0.11883613955445968 0.4286024431909158 0.8194056248535979 0.6176293744837578 0.9603522525843191 0.519868778589662
15 150 0.15199931108020454 0 0.23809769492667635 1.2420675178550582 1.1214267691933948 0.8662206910616035 0.21668450428988983 0.5441220561577156 0.806404887989064 0.6852182954683391 0.8399956607227491 0.5553692443416041
16 160 0.16069301113390289 0 0.030253964139171613 1.265028393903141 1.4382062145557062 0.9062189843424356 0.026775471984848767 0.5370740268454975 0.8363867358942952 0.9802758265452254 0.9149952307331259 0.3815110201628889
17 170 0.166411626014903 0 -88.86348681610252 1.100809214551147 0.9904472086689173 0.9153663055941834 -0.09380050130789128 0.533190615201047 0.9877734715203266 0.9655633951283362 0.8479888949653129 0.4245052208814922
18 180 0.15871738872689217 0 0.005730682238797968 1.5240607182737382 1.1164218364911123 0.9021200697440978 0.04031886816985232 0.5436912743728414 0.7709079141280131 0.6806144948112365 0.6804386180231785 0.2929625999188771
19 190 0.15119372870127332 0 0.08879390326618053 1.2131814944995043 1.495472653486454 0.8376821209251355 0.013114261236789274 0.6396622959984267 0.8550057826336097 0.8285311033785555 0.6010825794765683 0.40638567847413126
20 200 0.15142511472706957 0 0.0510210986213741 1.48033941634497 1.2887084553474337 0.8134169123599764 0.10267392525749008 0.5504040649291793 0.7013984791523534 0.9386148052174866 0.6750012096973735 0.33233488863525135
21 210 0.16202051591285463 0 0.06271208828537028 1.78057004019953 1.742796409028978 0.8993885157096954 0.028050397893091175 0.30068740416599704 0.9245542346662152 0.914293059454307 0.5112225259300918 0.4946338311451962
22 220 0.1681357663909708 0 0.06344283338490894 1.4200514645385653 1.4774431845657885 1.0586190802592712 -0.024627321124208873 0.3110260308439532 0.9631539611960196 0.9861095716442349 0.644946894572318 0.10826715534268894
23 230 0.17652007318534454 0 -72.75498008935453 1.6475776218765508 1.567573450065249 1.077554630694769 0.059275316279033485 0.2278885585697662 0.7750649590561416 0.9289288210373418 0.4943491256561193 0.26948728662438404
24 240 0.18092426646279092 0 -20.525601744787775 1.8160554433180263 1.6882290237389939 0.9345238452580971 -0.07020781386111298 0.25496023980681404 0.8582489563094705 0.898650517301085 0.5597838786824677 0.08884909029369192
25 250 0.17608797071172444 0 -96.69762929874003 1.2663390913422041 1.5850007837338205 0.9535296328932737 0.05780894987462182 0.2763473525057303 0.8363386930360233 1.0126251058239557 0.6414876154019533 0.06534719888279647
26 260 0.17631753932948685 0 -155.70255020615465 1.723498319037146 1.8157108067081054 0.8407127543799358 -0.05497843849984541 0.2515420205104587 0.7438745556424916 0.6977750707924637 0.31667103276467545 0.02566333104650155
27 270 0.1859712591457701 0 -141.70583039606657 1.5130263347488722 2.0424575180082307 0.8545869686046328 -0.05449868485611559 0.2786121410911434 0.46744963787992383 0.9487442858787449 0.3066229629439716 0.02722487154618012
28 280 0.18908848619554525 0 -106.77873514028936 1.832008938449111 2.080649334779714 0.9675372730057472 0.046135308996745436 0.10191071040040381 0.7989764181761296 1.1625479641658276 0.3580244667368684 0.1144708004358253
29 290 0.18175028677942087 0 0.001370574509988752 1.607560898345102 1.7638681202572 0.7416623358291522 -0.04648380910568876 0.015141027078091701 0.764455655569229 0.9376898640562847 0.33194698748973134 0.164185721036184
30 300 0.1880885527972881 0 -68.22345562838915 1.561853576257236 2.1759972246195467 0.7655040964469988 0.05526565543449364 -0.28703326628756975 0.7023664554828397 1.1750439856818646 0.3973253239983326 0.3545795936838285
31 310 0.19280288370015433 0 0.0064936500068227335 1.750304514686194 2.4118222593992686 0.7838514339343845 -0.04385418575761508 0.1372186852805718 0.6537200840274568 1.261795809407061 0.45733846016249335 -0.0011602035453192328
32 320 0.1928961030505821 0 -205.21997363987907 2.0904173285967715 2.620296514785467 1.0558385064720766 -0.050773499213634714 -0.1841906811508368 0.8026268189307093 1.2553443066989773 0.03880974559344813 0.18938867018602812
33 330 0.19015162235579988 0 -174.8628405914399 1.6001266877220912 1.7385766581047868 0.9446523589026448 -0.05303850446637742 -0.2982797845466474 0.836996030660915 1.1539879726007338 0.3669413551861571 0.4408210988323426
34 340 0.1893203561604245 0 -119.79445628708012 1.9690186614903218 2.1045642775907707 1.2056708360551711 -0.05608862786218165 -0.061881782870527785 0.6304345875098981 1.3812810727928762 0.06894912958041921 0.1431485078495088
35 350 0.17833198962771565 0 -144.20649115698964 1.6604888837877723 2.144213404841031 1.214184106868385 -0.05475312141295621 -0.23821684582108635 0.7450462089835618 1.3526414860157423 0.0945653352288413 0.27262383840223836
36 360 0.16759226853626397 0 0.014557944511595658 1.6987167171661546 2.2243765975850502 1.1910442177864948 -0.04306290584474058 0.16955611615953814 0.781471599453338 1.5043961063552933 0.01477310739287857 0.1036858911961315
37 370 0.16559743694254395 0 -57.04987477980734 1.4214050930060516 2.0290817678262627 1.0399723868410475 -0.0554955912199768 -0.5756714996417279 0.5847768658610478 1.5158576017405907 -0.0221669189236349 0.26159644782310487
38 380 0.1585957083161616 0 -95.10090919633947 1.449261968220136 2.0299510229644664 0.8702727359667035 0.053718857299253714 -0.3267179774331102 0.6457171594199543 1.4130618306209977 0.2470717835977228 0.34795840837851766
39 390 0.1465862813786144 0 0.012978573239794594 1.6193218221748247 2.242602345829455 1.2293818528491016 0.052694521761230406 -0.3045841385372545 0.460728531945316 1.5633698324571328 -0.16452800577876164 0.08412364574682421
40 400 0.13585651975053029 0 0.006216502545508096 1.831881349611947 2.2474621306665306 1.3879066079734468 0.054700075540196 -0.3684103728445932 0.6335815627381554 1.287447128166673 -0.20736654362494525 0.1340974429066988
41 410 0.12656472410587497 0 0.01585068597503067 1.5869823295982328 2.067560961108737 1.2842469495530575 -0.05215738866033611 -0.12690861498081524 0.5839601723851561 1.3905595943431437 -0.09254262441230755 0.18192352017134494
42 420 0.12062585112118514 0 0.015254950446328443 1.6289769397659781 1.9341350412635596 1.2428116046052884 -0.0507113152951211 -0.025540541433901248 0.7668399852155249 1.349604549739745 -0.026953040709233277 0.20816531714195674
43 430 0.1081326342736534 0 -58.27852962910025 1.7187737143802495 2.048649367852757 1.1824953736736517 -0.04822018745523228 -0.24447343384063397 0.7093425805696677 1.4050590823494544 -0.052962074367614895 0.206713111156469
44 440 0.10798473613830623 0 0.009325982013007002 2.0028380727543142 2.2525766544744066 1.2053752700147118 -0.05470525549125449 -0.2696386187665941 0.7433929628881064 1.3272872680670937 -0.22062526893388737 0.34851767111693754
45 450 0.1082143832850592 0 0.013064743638083479 1.9909086329304309 2.1656462189362258 1.2038519186120975 -0.058406770977886595 -0.3571107430813247 0.7826657374157082 1.380191364319118 -0.12472116244821435 0.2457184918914169
46 460 0.11575141414878808 0 0.0164937909620171 1.933519386778476 2.260958392367513 1.1150829670910765 0.04305046488059183 -0.4938556202022678 0.7111707560001904 1.5829294056689356 -0.20688346813732664 0.28053788876565444
47 470 0.11978310230398147 0 0.016969334643300395 2.1933763108369444 2.2652935757736743 1.2587074374407912 -0.04050175577329463 -0.44916805565620727 0.6081573227081776 1.6056355667060478 -0.45565821230198433 0.20088826532361764
