% # columns="iteration, evaluation, sigma, void, void,  stds==sigma*sqrt(diag(C))", seed=102338, Tue Feb 21 18:30:04 2023, <python>{}</python>
1 10 0.0939388323910715 0 0 0.09160511260121465 0.09463798849619257 0.09449119875239283 0.09294054262309707 0.0917460985489633 0.09226260581852605 0.094627290177789 0.0944751015772114 0.09378448589015785
2 20 0.09370330048561867 0 0 0.08910362013759947 0.09517735608929591 0.0939333411245845 0.09620156147644082 0.09308314306737007 0.09057473635345271 0.094928992328747 0.09387433868814274 0.0900121085669269
3 30 0.09253833838573755 0 0 0.08825003443568864 0.09241026532659984 0.09334110946376824 0.09475262832422217 0.09093634739297014 0.08943399170942944 0.09662266101622806 0.08945684561974532 0.08709475939631192
4 40 0.0980255075197634 0 0 0.09463728687901447 0.09856969014227801 0.10089059890471931 0.09799311937965136 0.09506806736157764 0.0946819938939539 0.10603388697858962 0.0950076974910553 0.09115231565688807
5 50 0.10398447517535797 0 0 0.10210912633870074 0.10615867150327275 0.10968905400452866 0.1014099788057809 0.09908855313072439 0.09742894757979308 0.11151224865167707 0.10323089987782792 0.09776730988196176
6 60 0.11220042045991492 0 0 0.1097828232890354 0.1179133666346653 0.1221207723549604 0.10784771104928223 0.10712282135100577 0.10688761173684308 0.12068489924330433 0.11176415881274657 0.10388126606160243
7 70 0.11154964021773332 0 0 0.10691436120201775 0.1193683992609127 0.12062415863402015 0.10152376563827689 0.10476425157804407 0.1097350829026027 0.12279185400482445 0.11361585375897988 0.10203047973045334
8 80 0.11406217904632938 0 0 0.1081807514636995 0.12075784343260079 0.1225433225721132 0.1015165354113318 0.11397269161004842 0.10804311790589896 0.12861499916002886 0.11288759323749746 0.10274619462725072
9 90 0.11169866281345486 0 0 0.10492265121923933 0.11637453769101858 0.11877432145498487 0.0988348958133159 0.112353667278839 0.10714512273261247 0.12250554839850723 0.11091897328904297 0.09870351918405124
10 100 0.11194503791699997 0 0 0.10576222899683559 0.1138355035928976 0.11875079394142023 0.09810840495324949 0.11322626775895515 0.10455302702347341 0.12396691208869147 0.11507828541136486 0.10125585232920835
11 110 0.11210128488819675 0 0 0.10465894565531322 0.11345802374278219 0.11653127483015865 0.09669748085401048 0.1137993159386621 0.10442054370737529 0.12090494848346899 0.1174369958417249 0.10880377881499366
12 120 0.12380198351788245 0 0 0.11173654972692056 0.12529321520319386 0.13049645696308979 0.10331569915804432 0.12577325198061048 0.11662716336344464 0.13313323088360704 0.14053323198745873 0.12464890454141611
13 130 0.13045179523717595 0 0 0.1210006313585042 0.13374512147360784 0.1372518622114143 0.10284227436947985 0.13353422269994253 0.1185563853724117 0.14417016898558657 0.15450279712162676 0.13161312045973614
14 140 0.13762411424760465 0 0 0.12793466447583746 0.14431155721423372 0.14226876775351543 0.10299501224627954 0.14311897303173823 0.12675181944398325 0.15113912544771904 0.16693157949996174 0.1405400045004409
15 150 0.1414422721799489 0 0 0.13340529723967154 0.1491448125414229 0.14480338615536179 0.10368942357229044 0.1471265913798594 0.13092787680020165 0.15311780162219124 0.17489406321525455 0.1439307351641161
16 160 0.14234196233154606 0 0 0.13618103243861648 0.14929302165279004 0.1439208281726772 0.09945924196599563 0.1471953308426913 0.1279301831923158 0.15449883965084868 0.1833433428690891 0.14464820239202236
17 170 0.14878971479727193 0 0 0.13805828581988167 0.1556756380923711 0.1517209086617935 0.10184943182182365 0.15531693841342922 0.13665461049909775 0.16117887139622608 0.1909450948443187 0.148933079762029
18 180 0.15745443154318267 0 0 0.1423971709005798 0.16187917683583214 0.16163149276494113 0.10244244425887838 0.17801485206547543 0.1458641732025717 0.17202475454031368 0.2019657895493946 0.15582069407336602
19 190 0.15913720396929817 0 0 0.1456425729825111 0.165075904385157 0.1606028274929166 0.0959824961762475 0.1874449263198432 0.1451522201515634 0.1741472119811198 0.20201397508585853 0.15890750122610764
20 200 0.16192439278167867 0 0 0.15142181030525098 0.16462975762545495 0.1630626091840762 0.09551057671738264 0.19217395250195426 0.14683147879264122 0.193061595902244 0.20416761649694765 0.15637061171106975
21 210 0.14662524852174377 0 0 0.1373430854970412 0.14926854883673207 0.1426572742153503 0.0852806918605937 0.1743902979675598 0.128939900359797 0.1743166458574156 0.184466082250009 0.1395590999060554
22 220 0.13883954798286394 0 0 0.13239828487450303 0.14102187349051518 0.13132307670394897 0.08042001764337622 0.16893884241302007 0.12233162960844157 0.1611048814000117 0.17147148884675936 0.1284808813122983
23 230 0.13123583750179824 0 0 0.12335923865646245 0.13780619125210508 0.12006530137080601 0.07585826530878306 0.1598365771024607 0.11560987437546966 0.15696543915415692 0.15591693101630166 0.12149914684039895
24 240 0.1306886640544136 0 0 0.12017006163971584 0.1372256351695799 0.11790490758386685 0.07184875023826501 0.15490173514052305 0.11441554131676748 0.15676264650411784 0.1653956168350454 0.12075774405215532
25 250 0.12684301045441834 0 0 0.11743140360783914 0.13258457581792835 0.11444852132230081 0.06904212171570882 0.14454150442445127 0.10982863457850754 0.14795172831848497 0.16304916498029604 0.11385109411806534
26 260 0.12684411323524658 0 0 0.11610783461636497 0.1307019374775027 0.11427690995571753 0.0668260503283329 0.14342858699162367 0.10999447090897432 0.14762035631956455 0.1676886690440502 0.1157907686473951
27 270 0.11868015360104679 0 0 0.10745826418100554 0.1200952598310494 0.10739899268804745 0.05882683296343012 0.13256182888365567 0.10113362673236052 0.1373236327840443 0.15939681295574365 0.11021412356662094
28 280 0.11446585556337098 0 0 0.1045852628515941 0.11146140067424576 0.10454839869563497 0.0550520863081078 0.12711671162292376 0.0994730069729647 0.13421662913042348 0.1543667586134731 0.10583238013014082
29 290 0.10665885297200405 0 0 0.097949255012822 0.10260405583884324 0.09714413119355138 0.05103327999868878 0.11404341516404516 0.09116189307984787 0.12443288488127885 0.14373468347491092 0.10034476419791304
30 300 0.10533004088528426 0 0 0.09661133457478423 0.10222783576567532 0.09189517173419304 0.049701830973057554 0.11101203637208013 0.0892522031327441 0.12221281638637373 0.14217029202786233 0.09987720873964592
31 310 0.10533826078571641 0 0 0.09495653003731859 0.1048794035148748 0.09175566771950648 0.04595761164879284 0.11167127515587955 0.09396055706058631 0.12324259578030336 0.14201565152093437 0.09809843509993302
32 320 0.10306205832521477 0 0 0.08996247371140863 0.10035086909818187 0.08986084831440824 0.04509992945309709 0.11407135720810879 0.09318491909521003 0.11911130304492999 0.13616451914277097 0.09461256191552944
33 330 0.10180438723033042 0 0 0.0866032415520308 0.09754634252896072 0.08867798007183533 0.04413907042283025 0.11302045752609505 0.09647043979780842 0.12459406912106802 0.1368470423832812 0.09344003833233346
34 340 0.09882890072902262 0 0 0.08369359757411277 0.09365434921850234 0.0863566296255749 0.04190164871400353 0.10956395620336455 0.09542390103027841 0.11972115073293922 0.13413845037752947 0.09320663685945609
35 350 0.10558240575173873 0 0 0.08529717269341348 0.10384795470775644 0.09112651681112777 0.04456280427517127 0.11825751532279129 0.10624723616099342 0.1282938036764239 0.14352735111946796 0.10001963339147339
36 360 0.10185764169033802 0 0 0.0820515959287098 0.10354314617549086 0.08539385050770854 0.04268515070822494 0.11504750342299387 0.10685681402514517 0.12149829264455837 0.13010188381215074 0.09709367958456792
37 370 0.1098844310651466 0 0 0.08727025961457839 0.12232078373911236 0.09068213395528192 0.0438044132048514 0.12124503236708628 0.11943843236650535 0.13312609709854303 0.13946957152578807 0.10422834476726908
38 380 0.11968150998991473 0 0 0.09985509757898989 0.1424715101755614 0.09462896514419485 0.0455448203234302 0.130522103892624 0.13682226408177842 0.14372841350368482 0.15109454926394675 0.11313017936224186
39 390 0.11978203436512581 0 0 0.09958889057622107 0.142906745959163 0.09464206845454251 0.043532964064528556 0.13052335301537746 0.13413913646855452 0.14057858383844712 0.15282220196803425 0.11570480681591079
40 400 0.11646710017887581 0 0 0.09417268372097011 0.13294615754267014 0.09313613923829256 0.04090071586075979 0.1255675716570326 0.12623693799846375 0.13432721723323174 0.14913604230277766 0.11531734305672663
41 410 0.10620391782874214 0 0 0.08466024529859606 0.11956553003511616 0.08248960983628624 0.035358718445621266 0.11507709879296911 0.11238531542907415 0.12245469295826714 0.13555991458177505 0.10421931898393326
42 420 0.10608186808114274 0 0 0.08725528925187111 0.12046714763529213 0.08320553957244059 0.03223089415860987 0.11681104423221092 0.1183386512839909 0.12404628118731774 0.1330988078208862 0.1069121848333012
43 430 0.10939355049763512 0 0 0.09053828305593231 0.1300194401484846 0.08289106299810674 0.032189922013319196 0.12009496387800049 0.12841660621094533 0.13171162333217604 0.13870535763376143 0.10753238866159867
44 440 0.1057028162567153 0 0 0.08718351864504714 0.12463742166457094 0.07865966481924672 0.03022756237616157 0.1148059127478728 0.12636803112179176 0.1280973283160889 0.1344150242041657 0.10311513306073497
45 450 0.10751634352733169 0 0 0.086410665856607 0.1259874403617656 0.07997639887793508 0.030920267551464143 0.11168048397848919 0.1287048726364477 0.13892646502900233 0.13185336732610017 0.10343932114070108
46 460 0.10238743776954784 0 0 0.08210244917437533 0.12004716619376686 0.07491221205932913 0.02894422374225617 0.10391692747193183 0.1213607613071303 0.1347689759681311 0.12648431377140207 0.10085501038357007
47 470 0.09192879345030384 0 0 0.0732185807452461 0.1069026197875992 0.06672650614833786 0.02552753132719646 0.09445388431325845 0.10808053345897038 0.11707013063624148 0.11407095402654796 0.08877982326244933
48 480 0.08245717133979723 0 0 0.06486842469931578 0.095927922086407 0.05816344456758294 0.021974157870616063 0.08122612381538359 0.09529293311524337 0.1000914915545447 0.10217208472066701 0.07864116631108155
49 490 0.07874080992915046 0 0 0.06105995311591249 0.09092512667454732 0.05825838001487754 0.020282788742261262 0.0764800417656989 0.0910908274611795 0.09334664746545862 0.09737199916272644 0.07569054838817607
50 500 0.07359115110948292 0 0 0.05615257273740205 0.0824970961353492 0.05330105720539072 0.018178209351524137 0.07219585274893611 0.08601249201235737 0.08898326274995313 0.09184456700404958 0.07143640639717508
51 510 0.07151990114484909 0 0 0.055584484483580075 0.07981427977237603 0.04998526164682787 0.017284064524959016 0.07042616865146055 0.0838149226603513 0.088102098065058 0.08952188230474704 0.06730791818686824
52 520 0.0661017786680364 0 0 0.05035304641745752 0.07178639156916847 0.04616433462220576 0.015787639160289003 0.06469741693315925 0.07750244024435049 0.08249171310361042 0.08281266329656699 0.06252600341252924
53 530 0.06474318273673454 0 0 0.04896148468959825 0.07654687801375819 0.043969423510718246 0.014813475323516038 0.06401673284006842 0.07843464256976111 0.08100602275175826 0.07991178885246143 0.059716936277669094
54 540 0.05857561188745796 0 0 0.04402787740749959 0.06867486646175332 0.038862234134327885 0.01313282909343365 0.058263097045307924 0.07082835201932992 0.07329290567212368 0.0718960870982889 0.052649885460042595
55 550 0.05965182839582641 0 0 0.04473806245950422 0.06910398594903001 0.03740428117810269 0.012890075128760572 0.061717974915239664 0.07501678725803726 0.07437768256931115 0.07334663980464846 0.05392322647460543
56 560 0.05903643302238509 0 0 0.0438964980182999 0.06689109833827266 0.036414262056533406 0.012389168164775524 0.0602719795216394 0.07329513128010193 0.07630389906227603 0.07146857149815418 0.05284254178005446
57 570 0.06498582349531691 0 0 0.047173878948763605 0.07433295294284047 0.03878311020515892 0.013213530868753157 0.06427754121148004 0.0805752361888202 0.092515091411542 0.07944166171035817 0.0582489521549464
58 580 0.07297235382454459 0 0 0.05246628294443061 0.08655587778690339 0.043015151759947946 0.013932309574079487 0.0722084327455702 0.1003334265876014 0.10739134384715163 0.08787337927707799 0.0654151678994864
59 590 0.0761208766547373 0 0 0.05493799557756782 0.08936946948098208 0.04479448439443858 0.014230422476305805 0.0716431095419017 0.10712867477145331 0.11301035724553671 0.093299652339688 0.06732046174235752
60 600 0.0761923929135628 0 0 0.054592200749940506 0.0897480441462053 0.045138160753637545 0.013806711829254853 0.06964056408320171 0.10649878000551666 0.1151031444293595 0.09332478327609736 0.06727976212871015
61 610 0.0748972508868535 0 0 0.05167368839853698 0.08875319147333968 0.0443095047362717 0.012685543248434026 0.06851110410072847 0.10587073962710054 0.1127300526556665 0.09330240511537816 0.06580645449926321
62 620 0.07161883433567803 0 0 0.04859528953340029 0.08542485350373799 0.04150229717057198 0.011626078284571753 0.06482006862515799 0.1015491251523965 0.10735664647974483 0.08977804387720292 0.0621233795277574
63 630 0.06922275653508118 0 0 0.04681870498010175 0.08669463555121623 0.03973501691742029 0.01074209070968652 0.061240141173287056 0.09782685759255 0.10516875265653997 0.08649839633172059 0.060537659288180855
64 640 0.06776534705852465 0 0 0.04565536552902839 0.08255601599100294 0.037692379594377066 0.01006159365201182 0.05992193190724435 0.09532680561353246 0.10727702496804307 0.08557413958098806 0.05991757495572732
65 650 0.06697683642630324 0 0 0.043274703106230605 0.08085276167526259 0.03656865168502637 0.00993654418968524 0.06007140818203558 0.09277398867996228 0.10782234038025802 0.08556651179609742 0.05906935383798705
66 660 0.06999951268629616 0 0 0.0445684491861931 0.08360998950622023 0.03917032273501904 0.010276460696481325 0.06250301149125305 0.09794253413450563 0.11280869824081644 0.08671663735134257 0.06120912434482176
67 670 0.07161557762305405 0 0 0.04562810307248191 0.087986731697012 0.04037969622551489 0.010083971909580535 0.06292253258827121 0.09944029722680608 0.11497062002147242 0.0869072248391177 0.06256954921304451
68 680 0.06762066557672607 0 0 0.040824079060598976 0.08013731416513693 0.03758486938600571 0.009432562854794612 0.05999532631528302 0.09330176234655926 0.10791646715760213 0.08196058936451506 0.05944095575965379
69 690 0.06247768264773297 0 0 0.03652595107756789 0.07274698311230504 0.034409832042798294 0.008534201126814826 0.057622891475473954 0.08610449405840846 0.0991732160390491 0.07411967848950986 0.054536220648845765
70 700 0.057625608061486054 0 0 0.033519436875936476 0.06725906122548453 0.03092530173056651 0.007545164328329908 0.052850517163317234 0.07752543499919498 0.09074145835951604 0.06976881337247158 0.05030332517152728
71 710 0.056664768657295146 0 0 0.03269549530851982 0.06845394877532222 0.030707246651177914 0.007028890721143103 0.05153279175507928 0.07727592098229061 0.08859176640788434 0.06847376656421622 0.04969330565203248
72 720 0.05474100154725318 0 0 0.03065147836393799 0.06681850099686278 0.029827313130681193 0.00650070132532022 0.049759487674671754 0.0738017312885941 0.08702029811025987 0.06631267472684295 0.04766517408919373
73 730 0.050723122765852544 0 0 0.028108743363804457 0.06201241634678344 0.027168638380191654 0.005797042007109133 0.045412787076117005 0.06826216377497156 0.08009313695921327 0.06040107667222121 0.045330896389300865
74 740 0.045365211699230315 0 0 0.024959820551767896 0.05534798089599329 0.02331435994254123 0.0050594319467424705 0.04042112614863652 0.06216297821783818 0.07479736925017642 0.052174946783829806 0.040743882748130913
75 750 0.04159306566515862 0 0 0.02230226668343048 0.05043959011516552 0.021440340019395446 0.004506802070686934 0.03631102793396158 0.05429748733306169 0.0668773461046147 0.04740899862921621 0.037437455633090325
76 760 0.040251140365481566 0 0 0.02084183637680868 0.05062135921617748 0.02026485299722139 0.0042861161686120084 0.03394021977078561 0.051505050602438096 0.06428996073897714 0.04564111314833705 0.035553105768547595
77 770 0.0390222693075431 0 0 0.019770016190883505 0.049214764266896735 0.01963496992590184 0.0039175668958828826 0.034175105544124666 0.04809937581490497 0.06371797592958273 0.043130601750368654 0.0358008997930664
78 780 0.037060953454901145 0 0 0.018287838019610432 0.04640869413452797 0.017988645461950982 0.0036343479849003948 0.032489239852202395 0.04626941078322132 0.05931232232538728 0.04017904474817528 0.03380408822626957
79 790 0.034329052299681244 0 0 0.01537845234029537 0.04235412347231023 0.01633853415008127 0.0033207992508882877 0.03083195516982321 0.04240312397419243 0.05509225389186499 0.038127632000973084 0.031543296677382975
80 800 0.03207211518576906 0 0 0.01391716238228753 0.04065534404582227 0.014760310782404463 0.0029620625115928645 0.02926356012012155 0.03986698327575315 0.0513688350951515 0.03535972072020494 0.029277536820452733
