% # columns="iteration, evaluation, sigma, void, void,  stds==sigma*sqrt(diag(C))", seed=1071271, Mon Feb 20 14:22:43 2023, <python>{}</python>
11 110 0.06819841223941393 0 0 0.06351987616154127 0.06487219763201249 0.060941248630677805 0.05610623571269842 0.05497619694363964 0.06161761733323334 0.05896178501595867 0.06111594199714866 0.05978777845265064
12 120 0.06496693661086882 0 0 0.05883505949115577 0.06092285727800408 0.05764486421636989 0.05243441925443692 0.051254530680325996 0.05928613143161444 0.056695813308967044 0.058943497363871514 0.055510623271442766
13 130 0.05945227532019907 0 0 0.052842803016195795 0.05379100092848643 0.053135277726416276 0.048175572233587136 0.046494013853525216 0.051562152670339444 0.051861329148370335 0.05423329948294731 0.04992852351435056
14 140 0.05737494950986448 0 0 0.05114098169827142 0.050943049537604035 0.04962910974972051 0.04613588997717105 0.045168608613751035 0.0474238409568558 0.05104349278323701 0.05267352054750129 0.04724010262764327
15 150 0.0511771932403756 0 0 0.045221647488373214 0.04465090682701364 0.04371701973517958 0.04152306392242286 0.03954885418776856 0.040732527945507184 0.04565206170575963 0.046031255920930526 0.04202871766717012
16 160 0.04576175621782616 0 0 0.040170319929681786 0.04001222951369134 0.03792696009528132 0.03752735290632916 0.03513276429511334 0.03492048878325535 0.04059873409027294 0.039516216169070126 0.03594669412673169
17 170 0.04395006130467366 0 0 0.0384366834247384 0.03708717925208995 0.03587881717510444 0.035717574856749736 0.034268438133474605 0.03304931009584721 0.03803189338171069 0.03725049458587407 0.0348782320683146
18 180 0.042293356687471265 0 0 0.036428436470886845 0.035998695835322184 0.03317175376873999 0.03468510728868889 0.03398276223535424 0.03182413161657649 0.03574798788541792 0.03495618974562573 0.03304263375985985
19 190 0.04219029448979214 0 0 0.03612390244078199 0.03502072507197947 0.03326494622036745 0.03455397388704848 0.034240114912978584 0.031301094758468304 0.03381039735101995 0.0370601153838624 0.032470751782539164
20 200 0.03927761284055838 0 0 0.03283106244171608 0.031203306093765513 0.03131034542355623 0.0320843786467495 0.031151371769066107 0.02997990375180972 0.030613161827522925 0.03466263858397336 0.030016380412510767
21 210 0.038524250647432555 0 0 0.03271340875697656 0.029275442605565527 0.03191517418542769 0.030587936045104968 0.030829152738572185 0.029593931886660967 0.029762933437310617 0.033796103088488676 0.02948431194110897
22 220 0.036107259305666446 0 0 0.0281426014901092 0.027092664245422296 0.029567303942830872 0.028946915710606688 0.029090549675136967 0.028046060781483965 0.027750639778898075 0.0319116420465802 0.02721245652770453
23 230 0.030594405254772777 0 0 0.023709584001237575 0.022142711708442574 0.024487720757287702 0.024723435114611243 0.0239570828960448 0.023296302969551923 0.02345697864944432 0.02623796929915617 0.022912025962524108
24 240 0.02674666934084617 0 0 0.02078382768376972 0.018803482524850205 0.02008232025833769 0.021332996621520807 0.02109196976152554 0.019637614979986933 0.02043916515039318 0.022543986815053006 0.020339034626562023
25 250 0.0245229281602469 0 0 0.019738492102686862 0.017032016267532864 0.016988150220973015 0.019286672050767378 0.01899656087346205 0.01794166609548901 0.018555929950343376 0.020714664391394397 0.018680277033200157
26 260 0.024115689459193783 0 0 0.019115807308349053 0.016528773342333363 0.016571922037427488 0.018789630806582223 0.018562796646553876 0.01770677338224759 0.018072474069473904 0.01999875139307094 0.018773487026737017
27 270 0.023064571351209356 0 0 0.01815905269583041 0.01565073748057824 0.015946608406758163 0.017855894589043287 0.017722138541468396 0.01640278385402267 0.017075818149768072 0.0184187244667442 0.018464243421581247
28 280 0.02139342488055085 0 0 0.016916651212753212 0.014528483636854661 0.014635690649052128 0.016094129721762565 0.016639034210603466 0.015430195730167705 0.015414735500224415 0.01663195340921089 0.01681900591716588
29 290 0.020253419143337382 0 0 0.015548187073954257 0.013545920492942799 0.013865629279894116 0.01554985828530579 0.01573577026193124 0.014513233667445554 0.014595860039950287 0.015369654287404165 0.015865758063334366
30 300 0.018631570255029522 0 0 0.013998920479219341 0.012205034165757248 0.012405447656202377 0.014074708599100061 0.013968856825069636 0.013185427203560434 0.013396049266932353 0.014170412153216893 0.014352246022566876
