% # columns="iter, evals, sigma, 0, fitness, xbest" seed=1040450, Mon Feb 20 14:22:43 2023, <python>{}</python>
1 10 0.1753992353572703 0 17.856401802140592 0.15261697378655437 -0.089336495561847 -0.02230566243589681 -0.08686212732688936 0.13808559710227689 -0.11285531677534495 -0.12003858606385598 -0.037725368031626585 -0.030896656807643835
2 20 0.159614229929026 0 24.304960126001642 0.01183201554206166 -0.0015102249939774742 0.08498538647739715 -0.09282021334053027 0.0361370925378362 0.18459608889388054 0.07294402664184187 -0.11663997182465682 0.2590132991010323
3 30 0.13974314198947144 0 18.641813822037037 0.2577431501665198 0.05158819832315243 0.074235655628333 0.049577106112304925 0.09300077633180294 -0.10717010823005245 0.10717642678017122 -0.009872048368627512 -0.06345396616034346
4 40 0.12220195610482028 0 11.653044007047095 0.06443799112082843 -0.07879206418342649 0.023220902344961783 -0.021271783463456796 0.20970941922395814 -0.13646107313583666 -0.002535698706603251 0.006700065102821527 -0.03300231845545664
5 50 0.11336486371507322 0 10.434974769938794 -0.036781467726666 -0.08658481369904572 0.048044285314434824 -0.09936908016029852 0.02285443402550419 -0.08451433873044736 -0.018314556360897093 -0.17444922322622058 0.054384153665410495
6 60 0.10360972498532038 0 11.89838562420848 -0.07146527753431245 -0.19067687248427218 0.012626514544393633 0.06808684011823557 0.06940886071980223 -0.08715904733752168 -0.012423116856454391 0.11734351300950517 0.02383974577783128
7 70 0.09789997477084544 0 6.20082455778396 0.026083696182930417 0.006551441123366336 0.04650308993395065 0.039958899050541966 -0.05277959651363712 0.04176766291867488 0.08674961298939353 0.062129420730461946 0.1672624412932524
8 80 0.08882296915102424 0 6.432869478862955 0.017036805564301205 -0.10539621961199018 0.0026725263939612887 0.09377377367629709 0.10278539617199492 0.04383965182161265 -0.00034990199586428655 0.0599994258468244 0.10429413468651523
9 90 0.08263918659380827 0 3.5685084961530436 0.0079445413356817 -0.03033143546226892 -0.031123430265319253 0.10406627382412989 0.08351913857735085 0.0402508273741011 0.05595204310355907 0.017986130366655317 0.05179706980638965
10 100 0.07281885373621363 0 5.8463800682031035 0.049615419820758566 -0.030031531941232693 0.05635521815254466 -0.13567693418022503 0.05206421229653577 0.0025107799584235986 -0.013705572225255994 -0.013337935165332158 0.09063106740382446
11 110 0.06702311009445922 0 6.058642755778038 -0.003016726830174725 -0.05696663011868878 0.13835801369495415 -0.0466677602757278 0.02259300068740342 0.006383570202677771 0.012072636574648757 0.09252603682573121 -0.06361961113055584
12 120 0.06327125868833064 0 4.822683461059526 0.005911519139261839 -0.030315883543631267 0.14147878953589685 0.039179576056065896 0.09828470611014035 0.03443810303948519 0.01515918843799513 0.012939748263530455 -0.006764691835201099
13 130 0.06289900795577104 0 1.3500551385051835 0.015206791958487637 0.006128163016874227 0.0447752687997616 0.020002578102001838 -0.03313045695309498 -0.061325562420632494 0.0026450080186555414 0.022805342610740853 -0.036594274727451345
14 140 0.05774032455145025 0 1.5492730320487011 -0.01629565701959088 -0.05078685850600351 0.03364409475279632 -0.0004738213680883577 -0.04409944947585376 -0.013291082596198725 0.03820860090413457 0.03499126300799671 0.04010126169938654
15 150 0.056287059098949994 0 2.6553300316897577 -0.03535968324378413 -0.10072253299919262 0.026781309605454558 -0.011199568192739645 0.004916278463848057 0.01053589199396747 0.029335018360869238 -0.04478745826400772 -0.0062168738919518365
16 160 0.05126222078146508 0 2.3182831864780553 -0.018811880614732962 0.0001542282874910511 0.05715388346611286 -0.008244515453990964 -0.055301440484945966 0.048407801949430125 0.016931117356688216 0.06799591407055484 0.02618647212240087
17 170 0.046228369570716375 0 1.1904691138502415 0.018431177469515055 0.002941416743078004 0.04371970374826477 0.012917971846601135 -0.0328387706609052 0.0029899753147206165 0.0249818823525966 -0.017205000501122013 -0.06297223130237081
18 180 0.044628280866438726 0 1.7672698927620196 -0.034415316260211895 -0.01763911589838494 0.024446473075672236 -0.011288098387805413 -0.059220141780029205 0.029132712867590914 -0.03645809463917754 0.041660693160455384 0.007252183277936364
19 190 0.041098131208420305 0 0.9170151609371118 -0.010506222372907402 -0.03467180077276865 -0.02176637205499307 -0.00219929766102492 -0.024385643451781888 -0.03533465096685583 0.03283214950406704 0.00568986745571534 0.024895887839215126
20 200 0.036970022517530614 0 0.21011311326465432 -0.011262242840950822 -0.00028343017613934214 0.01613029446279607 0.0036599786009681636 0.0023148232808376766 0.010887617618994663 0.01243767950698922 -0.03086909004092202 0.027159871514688412
21 210 0.03681759497392473 0 0.8160228539750989 0.042566984569271264 0.037181551856448974 0.001573484831430749 -0.017068912582293462 0.025497026279143062 -0.001616151751405415 -0.012601641633599652 0.0068114839316479395 0.04099122718914704
22 220 0.035936002284902464 0 0.8230591792514446 0.04064941575097586 -0.007291291136953442 0.0005685138809072548 -0.03208302319910875 0.02549505861791185 0.020161446743757624 0.043712492052178815 0.013277327336575453 0.01452639026281588
23 230 0.034378801824480075 0 0.49500651717718824 0.034487486248417264 0.028114774350677288 0.004795529314368309 -0.002052820936786444 0.01987282089277285 -0.0075068043771708455 0.003409796554743421 0.035683831783137915 -0.01563143667318582
24 240 0.03057041846729104 0 0.37358003871726453 0.023784996511002333 0.012115824648277469 -0.0167596387698928 0.005229508278978735 0.005271552412153605 -0.016701202012800148 0.032913237716044985 -0.01723841954929134 -0.0037364906098885553
25 250 0.029050576782051096 0 0.2648611142435868 0.0061302411909898505 0.011833650081317456 -0.0061422418843397955 -0.0066258700642517895 -0.017817663584499606 0.0008254403554649901 -0.0026078166970450907 -0.03115241053349528 -0.01421584234901317
26 260 0.02693332199460665 0 0.4667266731774333 -0.007490099996199956 -0.013460700483772393 -0.01326273846562004 -0.013032898823440829 0.01491861096329141 0.026950299468764337 0.02561714172022509 -0.022550339068375037 0.00885614700665903
27 270 0.025586247546291206 0 0.28203456174011876 0.0010963871934458903 -0.002540438734824368 -0.015927417414830804 -0.0013062536670742225 0.00019412206439825466 0.024863508306829266 -0.006796992782101111 0.023340837355143734 -0.015557254890971435
28 280 0.023979043923030522 0 0.32218371275284596 0.006405772133107317 -0.019227910050107093 0.001195930626891788 -0.00010561687245349768 0.020967822788381444 0.010977594619569266 0.018910069963420366 0.013425273522365128 -0.020151031876740316
29 290 0.02303343776506375 0 0.27110165083568916 0.021346992572379188 -0.0223738988981698 0.0240647180794722 0.0042671915641420794 0.007482009176982367 0.010669509870106085 0.004780117575498427 0.02290690028209382 0.006304200943460783
30 300 0.02246648925589936 0 0.2616846962360313 0.01127392068412807 -0.01393030424476481 0.006237572151458582 0.034128599784834505 0.0022238217584002583 0.007182792055207644 0.019922496551026334 0.006475941151282052 -0.0042258355652687015
