% # columns="iteration, evaluation, sigma, void, void,  stds==sigma*sqrt(diag(C))", seed=1078856, Mon Feb 20 14:22:43 2023, <python>{}</python>
1 10 0.17810428467185355 0 0 0.1770718658367273 0.17219250422073973 0.17834425705552176 0.1787762309835926 0.17205523862416772 0.17540604823469588 0.17552943126460968 0.17586305365991578 0.17851895323044656
2 20 0.15863175309373292 0 0 0.1538982386342793 0.15400644654536189 0.15629865948135666 0.1584008975525414 0.15143419996216165 0.1542820325692334 0.15730839087368995 0.15914686917775972 0.1531621387331578
3 30 0.1561859382236937 0 0 0.1505184642696801 0.1491859173305056 0.15723056089841012 0.15829724755011543 0.14731165476670632 0.1515429178047174 0.153339711287237 0.15576362518189102 0.14819696617507022
4 40 0.14371844213144408 0 0 0.1396200001983057 0.1381104694826814 0.14177077592359844 0.14478934995168605 0.13586878244661563 0.1383087646739412 0.13891692095230482 0.14222379736870325 0.13170458517887812
5 50 0.1419620821353619 0 0 0.1433228354314307 0.13187518371325688 0.13699392103160693 0.1416550754043537 0.13050784792415124 0.1365675294168413 0.13573342528974844 0.14073023889124375 0.12938786475258923
6 60 0.13156904676847428 0 0 0.13186091912353537 0.12103978463977756 0.12320150080768687 0.13106690179602618 0.12013787368409577 0.1264443616966209 0.12587401963262 0.12635290798097729 0.11744686217243791
7 70 0.12320319351937371 0 0 0.12188213333867497 0.11395470088872908 0.1136400051007761 0.12121524653299949 0.11037619657291194 0.1191124725321881 0.11280476230558514 0.11718676411768192 0.11068666015206127
8 80 0.11646145307726062 0 0 0.11529606997390114 0.10793275208610723 0.1056114122493431 0.11256345445093596 0.10212329296499165 0.10885086203295737 0.1071325008924225 0.11141822098136626 0.10358366891193621
9 90 0.11098633833165576 0 0 0.10753340657144339 0.09984845911263168 0.10178242143324923 0.10935301498777172 0.09364493060152151 0.10161622157604314 0.10079772254738839 0.10724481915162531 0.0995394169981942
10 100 0.10027146996767032 0 0 0.09485976534930286 0.09197341717701364 0.09107300682756274 0.09464904801606343 0.08360528387127389 0.09244366257493856 0.0911695455668702 0.0953969231867272 0.08861649901937371
11 110 0.09351143333960872 0 0 0.0875616981872433 0.08619305041449847 0.08415125996713421 0.08764300838610271 0.07788637125744997 0.08726942069001406 0.08421433840014236 0.08810845253561975 0.08028168627042963
12 120 0.08504827375086771 0 0 0.07901566979218354 0.07780311428259962 0.07567084368595153 0.08045063600745364 0.06967587101796921 0.07880835096045226 0.07524468428950595 0.07580035023684671 0.07337862345238186
13 130 0.07818257640105025 0 0 0.07186555112470873 0.071491068919685 0.06818442604095147 0.07252185382694906 0.06413730864049544 0.070952725929619 0.06923729349779023 0.06760496404903127 0.06644030855805787
14 140 0.06836734776534713 0 0 0.061035065741546185 0.05960999112558721 0.05925220705189897 0.06284873608695982 0.05546116226474071 0.06139171871274961 0.06014050685743266 0.05820168466310629 0.05728600015392821
15 150 0.059249217530048935 0 0 0.05288855723193399 0.05157553083517306 0.04963579953009919 0.05489446993497438 0.0477603701971717 0.0514643460828789 0.05169238879220399 0.04726668425704406 0.04792030816106077
