% # columns="iter, evals, sigma, 0, fitness, xbest" seed=1078856, Mon Feb 20 14:22:43 2023, <python>{}</python>
1 10 0.17810428467185355 0 31.199485609772033 -0.10267265364323153 0.14422942615948536 0.07031281866435556 0.04676089034978322 -0.043032814453989696 -0.2287204943315028 0.014853121754572395 -0.14202385136702675 0.21599138971953785
2 20 0.15863175309373292 0 29.482603218776255 0.0337348917167467 0.18212891505631612 -0.08036225029530149 -0.09234344242319206 0.10080759963578732 0.07986173994450856 -0.11640968094756343 0.28931887423660874 -0.00873688657495747
3 30 0.1561859382236937 0 22.57532315742558 0.10654660967424874 -0.012502833511931474 0.1807784785958464 -0.07011879126142567 -0.10609059565495273 -0.22921508852847927 -0.08252712188807289 -0.02673879109394743 -0.023481673504036252
4 40 0.14371844213144408 0 18.420139576692772 -0.11660351671007672 -0.05737120719500542 -0.16434733337607332 -0.10664144967296607 -0.1540851541305394 -0.07212978507732419 -0.09224806548458797 -0.01695563402956955 0.03992708099141701
5 50 0.1419620821353619 0 27.609007789093344 -0.3435915821440426 -0.03981820014644041 -0.1085536579624034 0.055807969634878926 -0.04125559538918472 -0.04007743312954692 -0.07809679780854364 0.06594090093274088 0.13652959776020412
6 60 0.13156904676847428 0 27.063976301991055 -0.22879215605128644 -0.13948154626794784 -0.14292637152218812 -0.08042976427063206 -0.09272309874461182 -0.08058342759595992 -0.02416101164089987 0.018039017673320196 0.14357819734547972
7 70 0.12320319351937371 0 11.368312904551107 -0.05458581585498598 0.06306767967859123 -0.15933826360139153 0.08571744389894993 -0.002215211807270981 0.05362342046809692 -0.04784789743858393 -0.06882676567968608 0.14358539907653048
8 80 0.11646145307726062 0 8.23698418996534 -0.04989704019778324 -0.022001764210317985 0.07305521165544887 -0.06246885388088966 0.054482590967378966 -0.06558618176096466 0.043455562738960174 0.12217120737111609 0.14109193336821843
9 90 0.11098633833165576 0 13.808427359376498 -0.027574475894361163 -0.04803768646146791 0.10975488799706967 -0.1935036135233943 0.012859794494337908 0.011937126883205185 -0.03760249665074532 0.17157151915869756 -0.014219350655267471
10 100 0.10027146996767032 0 9.550709905125075 0.07706780479320571 -0.03152421180011107 0.017972937464910688 -0.05557475515467225 -0.03867986338316064 0.21159132978398332 -0.05608135120105169 0.03279099386850199 0.01540630716103216
11 110 0.09351143333960872 0 5.355536116054452 -0.02937670901725225 0.09442440732279503 0.0830881968571996 0.06871053540044302 0.055488784542314616 -0.05802896982819131 -0.07814227640081199 0.00951556978855475 0.02159201677997354
12 120 0.08504827375086771 0 6.20821843340687 -0.05078170627157033 0.07699900066874214 0.009378874979546495 0.0490346107262995 0.020571576852736268 -0.08734876221439836 -0.08078339483263461 -0.0650802675945519 0.08021313250166273
13 130 0.07818257640105025 0 4.982953404154827 -0.01191728651070758 0.030196002653299754 0.03423143301808882 0.09656545323862488 0.08594432060538365 0.020689446848701405 -0.02754503074613879 0.08696403423946616 -0.05488523073324396
14 140 0.06836734776534713 0 3.2834922668771895 -0.036192691024296994 0.03406571630551811 0.06183168939162992 0.0032169474296566275 0.01978180970237746 -0.04897381982928742 -0.07757440339462664 -0.014560345061533534 0.060931672612781464
15 150 0.059249217530048935 0 2.171591327655406 0.025815470157674866 0.011113949602916805 0.05763643911035133 0.08245449607197926 0.008469729584935783 -0.007807394511782946 -0.05561582773838734 0.0312277328895191 0.026134874439029697
16 160 0.05186567241391132 0 1.7285646310412943 -0.031130361729247387 0.024466681800619908 0.04879440827206664 0.06862140548699078 0.03357131220085406 -0.029452523384637865 -0.020390777770784557 -0.00886851653126813 0.011892556481849432
17 170 0.043498695981050065 0 2.4951927624432813 0.024479145020275733 0.01303795922061388 0.019670313410026063 0.10560980111987259 0.047098087137339 -0.00560960989042925 -0.01954700358291276 -0.030952187729313355 -0.027805767965541454
18 180 0.03846536734797536 0 0.9141460792912852 0.028531945321756527 -0.01032716936745002 0.0419791292805292 0.045020504655668196 0.02110334173222787 -0.04239571829132695 -0.007917675381719447 0.0023150960720666664 -0.017644266189907096
19 190 0.03595802710572369 0 0.9520904790143732 0.017737403105998494 0.0005701793537084849 0.02863116774229052 0.05236977346633952 -0.0037564063555004384 0.025539630913684382 -0.03655193039375682 -0.012371957444090984 0.003716175373406726
20 200 0.033381830972124715 0 0.6104542595217595 -0.00606034209082635 -0.023859034479719342 -0.013605220057721391 0.013343088039028454 -0.0017197852760855552 0.010179679436746246 -0.03279678206230686 0.003645008526755789 -0.04064246178771092
21 210 0.028672600988660864 0 0.8203717164096105 0.022183547074509605 0.011477514431979058 0.04855240112545027 0.028556101585997917 -0.011658129772059517 -0.0118425916118896 -0.025716097886575008 0.027245772743626356 0.020735583874671455
22 220 0.02655102330381219 0 0.6297532609370222 0.013288701475600715 0.021922564336444593 0.035265014712713386 0.02093449071244385 -0.011573437988146008 0.03137726074958558 -0.025102093196648818 -0.011280649511492935 -0.011705915041952971
23 230 0.024199785944850432 0 0.1808769175344196 0.037928966509092076 0.0056103675756448475 0.003838156281788147 0.0021474714617420575 0.00029074847013045753 0.015917109843437346 -0.0011256434353806907 0.010973290379078803 -0.010835892960857078
24 240 0.021600153503942815 0 0.1727331451540124 0.027845868592190667 0.002886463795597637 0.025412136216418878 0.019288462503799553 0.011729573648763049 0.005818775202084608 -0.004285100925682274 0.0033682563704112043 0.0019004875946457066
25 250 0.020822176069559883 0 0.05311881038439026 0.014244288377224601 -0.005369071197546994 0.010118635148099568 0.007792755593634026 0.008276567259330106 0.005384895234886872 0.00023404956777870042 -0.0036868559683940543 -0.013422595756008973
26 260 0.020110171631807942 0 0.2518800994692896 -0.005855592634847848 -0.010683505389023814 0.015979555189992025 -0.003371724006888575 -0.007063059708096803 -0.012988501317332118 -0.03105167855611155 -0.0076206689918533865 0.001242409218478133
27 270 0.019490076133300605 0 0.16392859293483752 0.0050361455964669285 0.007383696374816248 0.011418196475140105 -0.013062492632937175 -0.01211279042487638 0.010924418879197975 -0.019645882919662315 -0.0028178527895384464 0.01307030651186573
28 280 0.017616724075876306 0 0.12798870508852644 0.014119744565677644 -0.0012691832033261238 -0.0016284855734120458 0.011958215028649478 -1.4314434546042675e-05 -0.014837793466684526 0.0014753078818756944 0.0021513781011701337 0.019036486909294017
29 290 0.01629534482115596 0 0.02489576514624048 0.0023454085466161328 0.004653355380506288 -0.0071496771123702695 0.005126733735483948 -0.0007020743707596032 -0.012790977661876592 -0.00918566640467928 -0.008538432812890927 0.009477569645623398
30 300 0.014567599977941782 0 -0.036754826385180496 0.0004781325270135743 -0.008282190511768879 -0.002946032772811737 -0.010966721094703494 0.002045893069337211 -0.005199007082604887 -0.0004479872169806153 -0.012737125918609208 0.00391039875370387
