% # columns="iteration, evaluation, sigma, void, void,  stds==sigma*sqrt(diag(C))", seed=103144, Tue Feb 21 18:30:10 2023, <python>{}</python>
1 10 0.09248891716367734 0 0 0.09429132821396219 0.09358379609034229 0.08790223768757931 0.09438672493940858 0.09037593119170358 0.09250554556220561 0.0913916650673111 0.09472644831928093 0.09183627913487848
2 20 0.0966314216006598 0 0 0.10260780927708832 0.10087128240509091 0.09133646479790913 0.09634538417111828 0.09410792940512468 0.09580342618942628 0.09282883944573732 0.09923678901417061 0.09485469991004862
3 30 0.10797982697645864 0 0 0.11484850329706406 0.11338440524166934 0.102002447655097 0.10823198598408727 0.10792003032085402 0.10992494126916276 0.10310865521279965 0.11471044877869954 0.10402964521879833
4 40 0.10562632625618061 0 0 0.11443533574262116 0.10809301102949766 0.0994209616395648 0.10455886431944163 0.10403809147299166 0.1089560742091902 0.10052948861803906 0.10760701729835453 0.10073415675790698
5 50 0.11069057036445795 0 0 0.12267349263725752 0.10825182355975946 0.10203169380871636 0.10640164340065315 0.11374701902500725 0.1162400612441153 0.10516917542723556 0.11620349056811842 0.10473394521770443
6 60 0.11416083995283913 0 0 0.1252709182730932 0.11020476702646653 0.10428318538867609 0.10753395840462174 0.11943687553295024 0.12135019713218785 0.10867874695815147 0.12379462464615174 0.10779540365183399
7 70 0.11798815590317879 0 0 0.13299287189242173 0.11383065194435874 0.10718624937534103 0.10584147359785942 0.1214647453369775 0.12278381777234681 0.11260869626016755 0.13483127228172054 0.10961586360949656
8 80 0.12170399111766589 0 0 0.1368260234247158 0.11784643580711693 0.11078738953691497 0.1088264343903889 0.12577833665956184 0.12721656232236275 0.11564600782364942 0.13789646428745725 0.11055126871282088
9 90 0.1326609704244364 0 0 0.15909603762460287 0.12795348881369478 0.1225521325086541 0.11459956991560465 0.1349347548498591 0.13821623479971884 0.13305478309827207 0.1470663007707518 0.12354604166770934
10 100 0.14574858644321254 0 0 0.17004911055972186 0.15578794147781957 0.13783255558515403 0.12212342773895295 0.14848029799371187 0.15371298634728078 0.1437226644218602 0.15414684505618848 0.13481376808752582
11 110 0.15554265296262762 0 0 0.18684916162516985 0.1694783525337947 0.14708328584295305 0.12341973699517482 0.16185692158297155 0.1676924438741553 0.15028082251861818 0.16111836523770132 0.14695476777749644
12 120 0.14243122998555438 0 0 0.17096754588574853 0.1563126671990753 0.1351181830653192 0.11460096478936425 0.14705100843057278 0.1496642357745633 0.13632572234683063 0.14711245704594722 0.1330058466707015
13 130 0.14641373226931287 0 0 0.1744947083768966 0.16359231418897263 0.14035535857430892 0.11634081622442152 0.14551228581728107 0.15139871841165053 0.14948786345588164 0.14693670886511603 0.13778223386383423
14 140 0.1482704568193917 0 0 0.17126081769049945 0.16307336929706068 0.13802657303832971 0.11988195808192754 0.1473828483635037 0.1502430337192815 0.15456735188258497 0.15698261016859658 0.1378880754305666
15 150 0.15199931108020454 0 0 0.1790675621054283 0.16561958614574362 0.14165601032783143 0.12201739993324162 0.14869284428004056 0.15767501661682687 0.1607349673292752 0.16954163293971755 0.13733197872702557
16 160 0.16069301113390289 0 0 0.19412529010836774 0.18045900238392396 0.1522074362117479 0.12911998629638774 0.15452531834700442 0.16695090000477614 0.17080078637419088 0.18369657808265055 0.14244980016993153
17 170 0.166411626014903 0 0 0.20544568339144878 0.18648532330783385 0.16051771160684056 0.13353450381990736 0.15878996468558187 0.17229472904989293 0.1737197064038426 0.19390538650432074 0.1402360943497546
18 180 0.15871738872689217 0 0 0.2003961647635976 0.17336148148084266 0.15103727418833174 0.12134718541045056 0.15106411877007148 0.15873973964249255 0.1648486263764237 0.18813762140548881 0.13251141602855496
19 190 0.15119372870127332 0 0 0.1800445625312313 0.16893108769135742 0.14421485945404566 0.11416632553628818 0.14323739980473338 0.14968197259813026 0.15744641086082445 0.18247754988273218 0.12230900415729419
20 200 0.15142511472706957 0 0 0.18377512136672458 0.1734890446089452 0.1424199700597597 0.11000156498488241 0.1453944734452447 0.1504415770249964 0.16046874195418018 0.18434849467967815 0.12048196921921775
21 210 0.16202051591285463 0 0 0.20979758815343874 0.20264742236258346 0.15212364494812725 0.11524571998580553 0.15561358849805704 0.1582751196997127 0.1713486975560815 0.2022722711098726 0.12834842590134926
22 220 0.1681357663909708 0 0 0.2117979556727106 0.2072645857512705 0.15609047792649153 0.12035243500064208 0.16449440814472083 0.16474233624682483 0.17888867855252844 0.20024487091437387 0.13810039824160378
23 230 0.17652007318534454 0 0 0.22621421959585475 0.21642308825233753 0.1655852403723781 0.12227001010265548 0.1829547643057895 0.1696320154051906 0.18857832595535068 0.20961978444209003 0.14202284361935544
24 240 0.18092426646279092 0 0 0.23389982589356037 0.22445740419755056 0.16887011033595278 0.12092814494011694 0.19003287082603845 0.17261614722723773 0.18693559149940228 0.21338326448590697 0.1460323374246014
25 250 0.17608797071172444 0 0 0.231979015387466 0.22072017533093155 0.16086892264702668 0.11395722188952886 0.18635682930941241 0.1622519038691649 0.1766557621587352 0.20493276014016154 0.13873814962991346
26 260 0.17631753932948685 0 0 0.2287479072844172 0.21683657057352446 0.1563287712084236 0.10486041256179261 0.18560587598585743 0.16511738159497094 0.17827503210634127 0.20745170197753623 0.14155993694434693
27 270 0.1859712591457701 0 0 0.24262575464173816 0.23484516595106017 0.16897802072291385 0.10792747722184214 0.19103059680866422 0.1780486618200494 0.18568805526883417 0.21663275529288883 0.1442205834564171
