% # columns="iter, evals, sigma, 0, fitness, xbest" seed=1071271, Mon Feb 20 14:22:43 2023, <python>{}</python>
1 10 0.1837751397624583 0 51.71516141518513 -0.11428670555423891 -0.329739365271209 -0.023108280586514776 -0.005417323136726795 -0.010271607095161037 -0.16172755833651953 -0.14555578708105274 0.20788004869314727 -0.20257770809945905
2 20 0.16092640265189595 0 38.33903442028853 -0.023168786332605263 -0.16675962137843137 0.06880507139240408 -0.09409998570203662 -0.19428323359845023 -0.03151129959252097 -0.18541749914465236 0.2488546892281415 0.10900017207854953
3 30 0.14702113060386163 0 17.858516451831314 -0.12221062219612597 -0.16132026910794228 -0.15605788649939667 0.10904919498664115 0.04913771031855625 0.01227691628762121 -0.009252062244846843 -0.07561759978204034 0.10230532902008538
4 40 0.1261636911318947 0 19.85606257892866 -0.1796333172836089 -0.06395322474009729 -0.10713733583503776 -0.10671150860557979 -0.017797667767349562 0.06650564735490878 -0.047769152604229016 -0.12170358664238515 -0.14142987634984025
5 50 0.11328405980217574 0 7.5320498980276085 -0.0006958259825360358 -0.12185097077097612 -0.04871485070082712 -0.05984608013415955 -0.03179290700564188 -0.06899465682009426 -0.09133365688679752 0.012475510847167783 -0.09597620165483584
6 60 0.10240621816924524 0 10.424800213486892 0.000930551122118442 -0.16218657338879117 -0.10550683455559001 -0.017627646965977295 0.07928097210256732 0.08691263423118822 -0.042778424900476564 -0.05961283883425466 -0.0746870868035818
7 70 0.09503825789982723 0 5.532661783279096 0.01756504536950973 -0.1448847984777236 -0.03421269608375014 -0.037365893909581206 -0.05125561559365183 0.06118016688145114 0.0707257588659273 -0.011126117826301178 -0.04889731779715255
8 80 0.08600874140517531 0 2.464998260096735 0.061122492591657515 -0.06992281109530815 0.036387103530773304 -0.047743030773823095 -0.002474996073765407 0.0343827588130691 -0.03761966403129786 -0.011306086642202152 -0.08154568685955803
9 90 0.07537878222277111 0 4.410131001234149 -0.03333376329675819 -0.14325237753578174 0.002035681942766907 0.064086481441381 -0.03668594582613605 0.047697115100124934 -0.022917670011946743 0.04963279175348323 -0.021309750356654875
10 100 0.06878081332823043 0 4.840922172721477 0.04639257943709807 -0.04220513999539968 -0.06952146944349748 0.003922610944821721 -0.036734470971543975 0.08307897161513587 -0.10601302206364953 -0.008720570683067023 -0.010597152591224158
