% # columns="iteration, evaluation, sigma, void, void,  stds==sigma*sqrt(diag(C))", seed=160723, Tue Feb 21 18:30:06 2023, <python>{}</python>
1 10 0.09981178928170424 0 0 0.09552785789268871 0.10045485699273406 0.09984144805055215 0.10369996760678706 0.09887339312842428 0.0971282501353517 0.10830433158532395 0.09841532168928263 0.09976041190446926
2 20 0.10658035450468001 0 0 0.09876733552788673 0.10541764343378995 0.10621085997608724 0.11381277220863448 0.10326826963033846 0.10419802737701371 0.11720646375994674 0.10083559066000801 0.11416499830877876
3 30 0.10180457290900644 0 0 0.09152253189503995 0.10244824984131434 0.10176071099109976 0.10867345928580747 0.0972353658845361 0.09911976218968895 0.10909700867498019 0.09808872815676258 0.1104167939649803
4 40 0.09856848550967381 0 0 0.08581443365593754 0.09796456161843667 0.09812958813841687 0.10187891142904076 0.0996346295267882 0.09506667438857133 0.10641940656278709 0.09491617768442787 0.10547562148350993
5 50 0.0974447637852446 0 0 0.08604026525286437 0.09835160705897288 0.09537916252053066 0.09944254229047189 0.09812150311004812 0.0926351566497729 0.10602088098476059 0.09275282287881007 0.10224792246131899
6 60 0.1064196679160303 0 0 0.0991017559346254 0.10689381750146235 0.10388807530289326 0.10729266550451892 0.10509632438456142 0.10129012775623569 0.12048770381908601 0.09999939929880385 0.11500451781873762
7 70 0.10806903618555581 0 0 0.10320238440083584 0.10637596842037948 0.10614202838617352 0.10712961477032738 0.09955452826959327 0.10145192461653728 0.12484955295742882 0.10166347679504982 0.11912971360920482
8 80 0.11485573967675748 0 0 0.10898674113550905 0.1139638788073135 0.11249605813402037 0.11150904986718468 0.10302631090299672 0.1133383699784416 0.1326737797521713 0.11574988954438196 0.12330358799611023
9 90 0.11767200148936043 0 0 0.11242474606729176 0.11613507685287751 0.11411595022238809 0.11144884879058975 0.10536068821897959 0.11723913363632174 0.13739838863264947 0.12179106257997124 0.1225769785557264
10 100 0.13158737956969063 0 0 0.13339128884206394 0.1320987516953249 0.12669766369854943 0.11805994108272772 0.11882656364669357 0.13206353881038455 0.15203698035517496 0.14121734908469402 0.1373527077368561
11 110 0.1429864172055472 0 0 0.15234134309564554 0.14016256488334658 0.13567036587735481 0.12820714139769193 0.12995779050080822 0.14022358994836961 0.1601216476700492 0.16032982019457134 0.14237251048020816
12 120 0.15872467777269494 0 0 0.16726888887364944 0.1545043145962712 0.14999832352501832 0.1392760236007248 0.14339719688161945 0.15482343392090858 0.17930640233271075 0.19088255324666945 0.15792131882124985
13 130 0.17286417233525186 0 0 0.20028529507304116 0.16741967101650657 0.1617597399263369 0.13974877180978654 0.15359400264872694 0.16778775626362888 0.19762099512934184 0.21163112779407445 0.17223286759430995
14 140 0.17577740035221934 0 0 0.20508784126972027 0.17063909366756566 0.16653261642834594 0.13653498070186612 0.15499067569678054 0.17125931671801745 0.19821070171931865 0.2169813204710435 0.17628920073444124
15 150 0.16784505080392265 0 0 0.1962619108024065 0.16222808719557028 0.1575227120054187 0.12480114521786517 0.14780889682759074 0.16093682673057405 0.18909191571748565 0.2048444683901285 0.16787493259523034
16 160 0.16473932636126795 0 0 0.19165440099964232 0.15506913989398632 0.1550902630494132 0.11739753241040855 0.15238738707782135 0.15080811341165934 0.18744985300043582 0.20108800977536356 0.16194218365252916
17 170 0.16722251588758621 0 0 0.19106342185632585 0.15958465764548146 0.1572039483162539 0.10737446822421143 0.15979957774965822 0.15441718095384066 0.19103498343548414 0.20225082323827753 0.16599335395475423
18 180 0.16549669848822318 0 0 0.19285765109689332 0.16021701989541687 0.1593290368102415 0.09948840852941147 0.15921911301155875 0.159635223730747 0.18095579879905602 0.19874984604842885 0.1668999694705055
19 190 0.15439731460140477 0 0 0.17913510360940635 0.1426942225827915 0.14701786436882489 0.090810881711513 0.14513172146707998 0.14947983644693905 0.1685267604769705 0.18165762763340987 0.1561729438123723
