% # columns="iteration, evaluation, sigma, void, void,  stds==sigma*sqrt(diag(C))", seed=1062029, Mon Feb 20 14:22:43 2023, <python>{}</python>
1 10 0.1775004260256913 0 0 0.17725360855155098 0.1755969835229338 0.17447617222861136 0.17688325254349438 0.17152120261124018 0.17650173587609502 0.1712467419807516 0.17652533555529587 0.17528080324618445
2 20 0.15007990947040006 0 0 0.1496823819262021 0.14372157759815504 0.14444186092830671 0.14461770384335806 0.14621466254975315 0.1493366005005058 0.14059047201410796 0.14879117318819213 0.14329616233322648
3 30 0.13673769210826134 0 0 0.13279726564914446 0.13232663991681742 0.12813778945632667 0.12893932726471935 0.13321594349180124 0.13351387091054928 0.12787764034470472 0.13221026643925246 0.12818751791245042
4 40 0.1232107764867777 0 0 0.12203735923670456 0.11879744391979706 0.11201657564966663 0.11103172437332527 0.1203582353957915 0.11678722599640584 0.11312120229051054 0.11808214514750001 0.11664637960439986
5 50 0.11768420806154267 0 0 0.11644991956266579 0.11569583171605743 0.105639275368932 0.10338534586357595 0.111721590999442 0.10943281504667958 0.11431450647569134 0.11550615636638331 0.10775319650872626
6 60 0.106082579309908 0 0 0.09777765500956052 0.1012915746758777 0.09153984168964663 0.09354693638438781 0.10021292180909114 0.09798383317553687 0.10378196801712783 0.1044349379829912 0.09827768641796233
7 70 0.09445002564261093 0 0 0.08624851120612612 0.09029841163366967 0.08190227392192702 0.0804298758334094 0.08868832988319084 0.08475137334766102 0.09196650240665247 0.09136812120835584 0.08660127776808195
8 80 0.0900501866932496 0 0 0.08324346927636446 0.08393540479450337 0.07875258685601645 0.07649323282833155 0.0829207341397405 0.0797715371435392 0.08648330827233144 0.08654383030945154 0.08200489110534366
9 90 0.08309490259809965 0 0 0.07709768982969994 0.07652952849919896 0.0705533273571877 0.06935239436789 0.07665344901780681 0.07171256009993113 0.07981817437442139 0.078735443200188 0.075349117564355
10 100 0.0781096505323626 0 0 0.07005116649324715 0.0725488451649187 0.06489236216177281 0.06536861442589045 0.07369087176142322 0.06666582980242663 0.07479052448135709 0.07335819019591015 0.07025749726344324
11 110 0.06877967022921368 0 0 0.06100848009472994 0.06212328615982926 0.056991214705494765 0.05785380221791128 0.06451449490000663 0.05805129544062232 0.0653857304291466 0.06371295037117389 0.06055304854008216
12 120 0.06501239011651008 0 0 0.05886224623467046 0.05940893285451234 0.053563987094431394 0.054921945202735134 0.058663072187491686 0.053243465196400545 0.060924986156670996 0.05962339661200169 0.056734610993768884
13 130 0.05518974969570088 0 0 0.05040687774370608 0.04891016918695702 0.04563352336674892 0.046600184010089224 0.049619538786878116 0.043178139603965174 0.04987960396127664 0.05007921761161886 0.04775254152976948
14 140 0.05096003733353051 0 0 0.0459067673084712 0.04453214195475002 0.040274283218919175 0.0427630392198217 0.04596280560767966 0.03914283799300906 0.046098749513959356 0.04502045072895646 0.043599071123567285
15 150 0.0449950731814773 0 0 0.038814565860586486 0.03754030184099605 0.03525804830312433 0.03721009478990755 0.04045515039339971 0.034303114357594325 0.040954324221686336 0.03966447983521036 0.03779578692342802
16 160 0.03988673125471205 0 0 0.03471508319629681 0.032940938130085515 0.030438622634591676 0.03332792231429482 0.03551686906970223 0.030054160997416954 0.03410155669233899 0.03493467962226002 0.03324668551675132
17 170 0.03500399988325292 0 0 0.03016735603616145 0.028605582096805738 0.02650263959066901 0.029003904752598647 0.030243257462133882 0.026002598595911308 0.028778062863003634 0.03054774028429435 0.028935296796012602
18 180 0.033875112368768445 0 0 0.02891112809120782 0.027427296820199495 0.02567468997713866 0.02682067860033511 0.028528467329084956 0.02509293630787745 0.027559679608906054 0.029323290014772255 0.028476716967938267
19 190 0.0331636240634629 0 0 0.027395369583056297 0.026794667120229352 0.024786587262708066 0.025535922982484874 0.028015415861773706 0.024667460468479344 0.02711911984792385 0.02942779014248272 0.027900144720398243
20 200 0.029189524978190967 0 0 0.023644530303440145 0.023671449245972833 0.021631604078363568 0.022253551002332297 0.024072101905625788 0.02169052483745295 0.024263792755381913 0.025018181487813453 0.024719609140620706
21 210 0.026162251290534625 0 0 0.02092054738523543 0.02101226666857438 0.01881176832415095 0.020159179689442214 0.021541410060540514 0.019350466375635724 0.02157818501739105 0.02199202676918278 0.021326115125827633
22 220 0.022965061002409567 0 0 0.017825229715138825 0.017712362062767634 0.01662285424918375 0.016513766263293695 0.01879149013464669 0.016737923622825886 0.018885805413854595 0.019520931298170455 0.01871369914442655
