% # columns="iteration, evaluation, void, void, void, xmean", seed=1098386, Thu Dec  1 17:12:12 2022, <python>{}</python> # scaling_of_variables: 1, typical_x: 0
1 12 0 0 0 0.45304002173558533 0.4612052684184441 0.5403634052524044 0.492151058387923 0.5204265645431831 0.5821379346799802 0.4941950438179478 0.55357531357342 0.46225878965608047 0.49068115899033876 0.5282616836805885 0.5355327423477114 0.4723220545638876 0.4646279789068226 0.5108173058465815
2 24 0 0 0 0.5713751063085769 0.39460041167541937 0.504694451742187 0.49593316321765246 0.5518587611081053 0.6244633061765592 0.4245156855523785 0.5395105914732136 0.46055467131302674 0.4931414534405933 0.5169649423571956 0.6037697955792928 0.459602857321069 0.4135596992033666 0.5357980037194453
3 36 0 0 0 0.5573586487141887 0.2538105570116962 0.599576897021503 0.5031197617282644 0.5089561031668929 0.6486871852921312 0.39664199223961666 0.5388595702952987 0.4792593378676641 0.48290792755342954 0.6358967608967019 0.609350877417812 0.4488718538024402 0.4247164004223541 0.5031770403786383
4 48 0 0 0 0.5878998203410716 0.22427666250921702 0.592800755928131 0.5262220840129854 0.595827098110554 0.6499305318071135 0.4359996901170412 0.4828179012109547 0.4763033263910285 0.46898779382653455 0.5829940957143416 0.5571152513810753 0.35640665116023285 0.4769899413059311 0.5075610554429424
5 60 0 0 0 0.5547837844535727 0.18569781380856107 0.5278437129534366 0.5874385901371756 0.6065704620912026 0.6046106737552858 0.4423950154531961 0.5201905272538588 0.43008843928124957 0.5185894527238313 0.5160376356674218 0.527313138745502 0.4115958203491737 0.48950780250987247 0.5048658824105963
6 72 0 0 0 0.5727587104272279 0.15626197495212985 0.5092828259410602 0.664867100396844 0.6026860991628019 0.5946929732803037 0.4884266431919644 0.4781172129523298 0.36191813181615756 0.44772114762266024 0.549779786854776 0.5031876186288691 0.39215384467780834 0.540469264661386 0.47820150865940936
7 84 0 0 0 0.5990294226985815 0.12570026595195333 0.48542608921675306 0.6459186853781073 0.597110703372024 0.5879002359955078 0.4570809642338533 0.519773503629627 0.32249412246591264 0.43209861787849824 0.5294490980118525 0.5247912482410034 0.2790338899693107 0.48374657892302475 0.4865747295158746
8 96 0 0 0 0.6380958340207835 0.1764134721461533 0.5456059043819518 0.6021253152353819 0.6475802088827622 0.5513670309668408 0.39886543205232355 0.5151106880068579 0.3184380995811532 0.4446210251459927 0.48201247202845715 0.46673480408757045 0.3406989149348394 0.3755598114126696 0.46054042612042667
9 108 0 0 0 0.5864913642883289 0.12406160496428502 0.5474910319004913 0.6011145778606494 0.7553215402720158 0.5565459747961903 0.3599742323539826 0.49845027583655455 0.34088260250276486 0.4618044479551224 0.5196868407017836 0.5207678225341114 0.2821604852937511 0.34178260333109706 0.43129825234682534
10 120 0 0 0 0.6575394726228947 0.10045221286437095 0.602304216894493 0.5689079223032506 0.7808697071204365 0.48593244616988407 0.348028018550128 0.5162584681462793 0.3383420941013023 0.3969208920013076 0.6114089476593445 0.5371819359401223 0.3181515282576442 0.3397668645751041 0.45609201350821343
11 132 0 0 0 0.6205309054247583 -0.005229133853766915 0.5986514254409148 0.5336764350847625 0.7823799249325388 0.5515279045228155 0.18294399191424793 0.5259055951756759 0.3808532500034442 0.4326052623158895 0.6419733624320553 0.540359173952542 0.30976858271772306 0.33585309183200496 0.5138473138459625
12 144 0 0 0 0.5998635048652946 0.01487228330719009 0.6419303101762515 0.5351501438087776 0.8578307636401825 0.5813497246023588 0.1258047662704667 0.534168989545234 0.43795218715877726 0.4451374267285417 0.6321482232484142 0.6008564308271644 0.37207877810312184 0.33837126220158553 0.4530409436006474
