% # columns="iteration, evaluation, sigma, axis ratio, bestever, best, median, worst objective function value, further objective values of best", seed=1015166, Fri Dec  2 14:13:37 2022, <python>{}</python>
1 12 0.090868584418816 1.0000466677555726 1489.0556741392668 1.4890556741392668e+03 10187627.771374872 1726401605.3800223   
2 24 0.09166255290713517 1.1263554297039722 103.45772196496355 1.0345772196496355e+02 3343240.7287837905 374914481.8664823   
3 36 0.09228175867550453 1.2336616010341797 42.46629465944776 4.2466294659447762e+01 16117932.943522446 46172581940808.74   
4 48 0.09103694726938565 1.2758324940216679 42.46629465944776 6.8672902793470016e+01 125034.83960640394 30691388.70781918   
5 60 0.08936866966078297 1.3240758055764714 19.167058028127048 1.9167058028127048e+01 285948.3311612428 5211240005178.272   
6 72 0.08787019334913594 1.3615546385019417 19.167058028127048 7.8971925859831299e+03 31351464.340783797 80349128243387.42   
7 84 0.08808666532171659 1.4063482322904899 19.167058028127048 2.1879653614330785e+01 35829.755383474665 605142918.616274   
8 96 0.08727413023230886 1.4250015285182605 15.588905070303696 1.5588905070303696e+01 3145569.4741538754 22775604763626.86   
9 108 0.08649676237541389 1.4832017713734607 15.588905070303696 7.1859009681673451e+03 1120255.423454049 737843027.3690058   
10 120 0.08447991189103914 1.5023857637648614 15.588905070303696 5.2893782464306722e+04 869808535.4632015 1.6212753905622657e+46   
11 132 0.08903892130090627 1.5602298730211792 15.588905070303696 8.6131976212771394e+02 232914.35035254143 1371461559.159107   
12 144 0.09194322508641095 1.6052101560709402 15.588905070303696 2.9624118983896251e+03 3748878.794897383 1342196327081.4954   
13 156 0.10025288573596618 1.6635648727990657 15.588905070303696 9.6323545345417097e+02 416180.03489013325 13227925340841.14   
14 168 0.10238345268486038 1.7203024888309244 15.588905070303696 1.2479685432280966e+02 26149556.889872354 2804001693690.8457   
15 180 0.10091467683824035 1.7827113017326517 15.588905070303696 1.8369051740949883e+03 3346269.2680471945 14841954242.547852   
16 192 0.10217754342937577 1.8671635269845355 15.588905070303696 4.8135262145213579e+02 531662.9093910222 213123703383.7517   
17 204 0.11244657798122577 1.9326653589805052 15.588905070303696 2.0571104692569011e+03 3583673.6643706607 3.771692853216365e+41   
18 216 0.11943278542366771 1.9899328730677082 0.13764617767968002 1.3764617767968002e-01 417887.124581903 1.1068686639985688e+16   
19 228 0.13474938166707573 2.013964861284367 0.13764617767968002 1.3229725215276537e+02 3012165.6519568875 8190602726.742693   
20 240 0.13709124784500648 2.0260701553057467 0.13764617767968002 1.5896693929229368e+03 4661235.711191879 711559901887.718   
21 252 0.14191081140940512 2.014759187443382 0.13764617767968002 2.5786192466309440e+03 132038.63142006056 33482827958.55875   
22 264 0.14192109737327308 2.0323749299408975 0.13764617767968002 2.1226705378082849e+02 839809.3151268102 13878045354.845236   
23 276 0.14473254945655495 2.0400312123232665 0.13764617767968002 1.1556749821549337e+00 13780.677479397298 9955158612642.96   
24 288 0.14280672032044112 2.0616922307613086 0.13764617767968002 5.4703347903361664e+03 1523951.71451291 290038197906.0416   
25 300 0.14311973344657675 2.094832816458915 0.13764617767968002 2.6746135517461198e+02 7524818.056647717 10075831393.641172   
26 312 0.15026366587775827 2.117731033636852 0.13764617767968002 1.1288464882300906e+05 6624590.316633045 2.7826176351734993e+50   
27 324 0.15063968675323378 2.216994052366089 0.13764617767968002 3.0675192027359649e-01 2458470.9527617637 34733562455647.73   
28 336 0.15607330190437518 2.263576720902241 0.028115821680359684 2.8115821680359684e-02 122626.61887315378 66630306690.079796   
