% # columns="iteration, evaluation, median stds, 
1 15 [1.0, 1.0000055555709877, 1.0000111111728396, 1.0000166668055563, 1.0000222224691375, 1.0000277781635838, 1.0000333338888951, 1.0000388896450716, 1.0000444454321133]
2 26 [1.0, 1.0000055555709877, 1.0000111111728396, 1.0000166668055563, 1.0000222224691375, 1.0000277781635838, 1.0000333338888951, 1.0000388896450716, 1.0000444454321133]
3 37 [0.9692992446375307, 0.9732573598358849, 0.9841532168928263, 0.989475774825986, 0.9976041190446925, 0.9984144805055214, 1.0000333338888951, 1.0000388896450716, 1.09940103864902]
4 48 [0.9692992446375307, 0.9732573598358849, 0.9841532168928263, 0.989475774825986, 0.9976041190446925, 0.9984144805055214, 1.0045485699273404, 1.007058817533249, 1.429138509336992]
5 59 [0.9552785789268871, 0.971282501353517, 0.9766086035622471, 0.9887339312842427, 0.9922827252221544, 0.9966818544439296, 1.0045485699273404, 1.007058817533249, 1.429138509336992]
6 70 [0.9692992446375307, 0.9732573598358849, 0.9766086035622471, 0.989475774825986, 0.9922827252221544, 0.9966818544439296, 1.0055948026436747, 1.007058817533249, 1.429138509336992]
7 81 [0.9803831786303221, 0.9829738816729612, 0.9835304150081212, 0.9885629149483601, 0.9957846846310471, 0.9963653135777881, 1.0189285235380074, 1.0553811978123477, 1.2789624262232864]
8 92 [0.9803831786303221, 0.9829738816729612, 0.9835304150081212, 0.9885629149483601, 0.9957846846310471, 0.9963653135777881, 1.0189285235380074, 1.0553811978123477, 1.2789624262232864]
9 103 [0.9803831786303221, 0.9829738816729612, 0.9835304150081212, 0.9885629149483601, 0.9957846846310471, 0.9963653135777881, 1.0189285235380074, 1.0553811978123477, 1.1656041591502349]
10 114 [0.9803831786303221, 0.9829738816729612, 0.9835304150081212, 0.9885629149483601, 0.9957846846310471, 0.9963653135777881, 1.0189285235380074, 1.1603332626983047, 1.2789624262232864]
11 125 [0.9876733552788672, 1.00835590660008, 1.0326826963033846, 1.0354743464048133, 1.0541764343378994, 1.0621085997608724, 1.082903117677623, 1.2587424794141855, 1.989134795198821]
12 136 [0.9876733552788672, 1.00835590660008, 1.0326826963033846, 1.0354743464048133, 1.0541764343378994, 1.0621085997608724, 1.082903117677623, 1.2587424794141855, 1.989134795198821]
13 147 [0.9876733552788672, 1.00835590660008, 1.0326826963033846, 1.0354743464048133, 1.0541764343378994, 1.0621085997608724, 1.082903117677623, 1.2587424794141855, 1.989134795198821]
14 158 [0.9152253189503995, 0.972353658845361, 0.9808872815676257, 0.9911976218968894, 1.0176071099109976, 1.0244824984131433, 1.082903117677623, 1.240836261191353, 1.8526535860973496]
15 169 [0.9930600557832836, 1.012581939152904, 1.0351744220937193, 1.0354743464048133, 1.060045856516259, 1.0812045252240206, 1.0867345928580747, 1.240836261191353, 1.8526535860973496]
16 180 [0.9930600557832836, 1.012581939152904, 1.0351744220937193, 1.0354743464048133, 1.060045856516259, 1.0812045252240206, 1.0867345928580747, 1.240836261191353, 1.989134795198821]
17 191 [0.9930600557832836, 1.012581939152904, 1.0351744220937193, 1.0354743464048133, 1.060045856516259, 1.0812045252240206, 1.0867345928580747, 1.2587424794141855, 2.262622433375511]
18 202 [0.9930600557832836, 1.0052948861803905, 1.0073415675790698, 1.0354743464048133, 1.0455886431944161, 1.0809301102949764, 1.0867345928580747, 1.2587424794141855, 1.989134795198821]
19 213 [0.9930600557832836, 1.0052948861803905, 1.0073415675790698, 1.0354743464048133, 1.0455886431944161, 1.0809301102949764, 1.082903117677623, 1.2587424794141855, 1.989134795198821]
20 224 [0.994209616395648, 1.0052948861803905, 1.0073415675790698, 1.0403809147299166, 1.0455886431944161, 1.0809301102949764, 1.089560742091902, 1.1107959926202076, 2.262622433375511]
21 235 [1.0045407133514501, 1.0082223173638665, 1.0406983577488578, 1.0602979491080755, 1.0687395219715072, 1.0925493366486405, 1.0930319439614877, 1.1107959926202076, 2.262622433375511]
22 246 [1.0045407133514501, 1.0082223173638665, 1.0406983577488578, 1.0602979491080755, 1.0687395219715072, 1.0925493366486405, 1.0968905400452866, 1.2601396699530547, 2.1164900740175487]
23 257 [0.9742894757979307, 0.9816394339191675, 0.9908855313072438, 1.027656285157167, 1.0338132433245026, 1.0680414536702107, 1.0930319439614877, 1.1107959926202076, 1.705206970949993]
24 268 [0.9742894757979307, 0.9816394339191675, 0.9908855313072438, 1.027656285157167, 1.0338132433245026, 1.0680414536702107, 1.0928247265042224, 1.2214575636993705, 1.705206970949993]
25 279 [0.9742894757979307, 0.9816394339191675, 0.9908855313072438, 1.027656285157167, 1.0338132433245026, 1.0680414536702107, 1.0928247265042224, 1.2214575636993705, 1.705206970949993]
26 290 [0.9742894757979307, 0.9816394339191675, 0.9908855313072438, 1.027656285157167, 1.0338132433245026, 1.0680414536702107, 1.0928247265042224, 1.2214575636993705, 1.705206970949993]
27 301 [1.0015341405305167, 1.013393580002111, 1.0420032700528779, 1.0660882745087115, 1.070381952442736, 1.0805430692991063, 1.0928247265042224, 1.2214575636993705, 1.6367807709972493]
28 312 [1.0015341405305167, 1.013393580002111, 1.0420032700528779, 1.0660882745087115, 1.070381952442736, 1.0805430692991063, 1.2527091827309318, 1.3785354499863247, 1.795744939129246]
29 323 [1.0015341405305167, 1.013393580002111, 1.0420032700528779, 1.0660882745087115, 1.070381952442736, 1.0805430692991063, 1.2527091827309318, 1.3785354499863247, 1.795744939129246]
30 334 [0.9999939929880384, 1.012901277562357, 1.0388807530289326, 1.050963243845614, 1.0689381750146234, 1.0729266550451892, 1.2527091827309318, 1.3785354499863247, 1.8567855510810918]
31 345 [0.9999939929880384, 1.012901277562357, 1.0388807530289326, 1.050963243845614, 1.0689381750146234, 1.0729266550451892, 1.2278381777234681, 1.3785354499863247, 1.8567855510810918]
32 356 [0.9999939929880384, 1.036222612206324, 1.0784771104928221, 1.097828232890354, 1.1176415881274655, 1.1663823358755978, 1.2278381777234681, 1.8978559345775505, 2.2339293743694695]
33 367 [1.0335572129414603, 1.0688761173684307, 1.0961586360949656, 1.1248215483849893, 1.1329143509546227, 1.2146474533697749, 1.3036868902589411, 1.9364758735717365, 2.4266372497451716]
34 378 [1.0152376563827687, 1.036222612206324, 1.0961586360949656, 1.1248215483849893, 1.1329143509546227, 1.1663823358755978, 1.2278381777234681, 1.9364758735717365, 2.4266372497451716]
35 389 [1.0152376563827687, 1.036222612206324, 1.0961586360949656, 1.1248215483849893, 1.1329143509546227, 1.1663823358755978, 1.2018568216225107, 1.8978559345775505, 2.4266372497451716]
36 400 [1.030263109029967, 1.0718624937534103, 1.0970672717456251, 1.1260869626016754, 1.1383065194435873, 1.2146474533697749, 1.2278381777234681, 1.8978559345775505, 2.432093303548707]
37 411 [1.030263109029967, 1.0718624937534103, 1.1249605813402037, 1.139638788073135, 1.1574988954438197, 1.2190039355668312, 1.3920554137030674, 1.6547493183728383, 2.6959785575176]
38 422 [1.0290669622139839, 1.0718624937534103, 1.1249605813402037, 1.139638788073135, 1.1574988954438197, 1.2330358799611023, 1.3920554137030674, 1.6547493183728383, 2.432093303548707]
39 433 [1.0290669622139839, 1.0718624937534103, 1.1249605813402037, 1.139638788073135, 1.1574988954438197, 1.2330358799611023, 1.3920554137030674, 1.752359231722112, 2.432093303548707]
40 444 [1.0290669622139839, 1.1150904986718468, 1.1375652383088541, 1.1766205792905076, 1.1879639769871893, 1.2782512741865764, 1.413153855392079, 1.752359231722112, 2.237383655953998]
