Fixed at 70 freqs,,,,,,,,,
freq / Hz,Time / s,neg. Phase / °,Idc / uA,Iac / uA,Z / Ohm,Z' / Ohm,Z'' / Ohm,Cs / F,Eac / V
355.406,0,27.049,-0.126362,48.9251,195.731,174.322,89.0094,5.03106E-06,0.00958924
281.368,0,31.4826,-0.245572,45.9449,207.446,176.91,108.337,5.22119E-06,0.00954302
222.754,0,36.4228,-0.226499,42.6811,223.997,180.241,132.996,5.37225E-06,0.00957076
176.351,0,41.5837,-0.22173,38.8793,245.978,183.988,163.259,5.52799E-06,0.009572
139.614,0,46.9477,-0.226499,34.6774,276.002,188.417,201.683,5.65228E-06,0.00957821
110.53,0,52.1853,0.0214577,30.3096,315.96,193.718,249.608,5.76878E-06,0.00958228
87.5042,0,57.177,0.00715258,25.9881,368.543,199.767,309.705,5.87278E-06,0.00958195
69.2755,0,61.6566,0.00238419,21.9233,437.014,207.474,384.624,5.97315E-06,0.0095838
54.8442,0,65.6036,0.00238419,18.2408,525.54,217.073,478.614,6.06323E-06,0.00958837
43.4191,0,68.9872,0.00238419,15.0277,638.071,228.797,595.64,6.15397E-06,0.00959008
34.3741,0,71.7452,0.00715258,12.3156,778.508,243.862,739.328,6.26255E-06,0.00958885
27.2134,0,74.1524,0.00715258,9.99128,956.604,261.23,920.245,6.35527E-06,0.00955842
21.5443,0,76.1397,0.00238419,8.08774,1182.89,283.37,1148.45,6.43242E-06,0.00956738
17.0563,0,77.6498,-0.0023842,6.56134,1459.13,312.088,1425.36,6.54653E-06,0.00957397
13.5031,0,78.9417,-0.0023842,5.30475,1805.3,346.27,1771.78,6.65235E-06,0.00957662
10.6902,0,79.9822,0.00238419,4.26704,2245.91,390.683,2211.67,6.73154E-06,0.00958314
8.46323,0,80.7887,-0.0023842,3.43529,2790.15,446.636,2754.17,6.82799E-06,0.00958438
6.70019,0,81.3842,-0.0023842,2.76067,3471.92,520.119,3432.74,6.91978E-06,0.00958471
5.30442,0,81.9022,-0.0023842,2.22384,4310.04,607.13,4267.07,7.03158E-06,0.00958471
4.19941,0,82.2919,-0.0023842,1.78618,5368.98,720.122,5320.47,7.12331E-06,0.00958839
3.3246,0,82.5552,-0.0023842,1.43668,6668.16,864.005,6611.95,7.24022E-06,0.00957779
2.63202,0,82.6176,0.00238419,1.15095,8304.89,1067.1,8236.05,7.34195E-06,0.00955532
2.08373,0,82.821,0.00238419,0.929816,10270.6,1283.5,10190.1,7.49554E-06,0.00954461
1.64965,0,83.0273,0.00238419,0.778707,12878.7,1563.43,12783.4,7.54712E-06,0.0100175
1.306,0,83.0738,0.00238419,0.626917,16009.7,1930.61,15892.8,7.6679E-06,0.0100217
1.03393,0,83.0345,0.00238419,0.504481,19922.9,2416.09,19775.8,7.78382E-06,0.0100252
0.818547,0,82.9919,0.00238419,0.407616,24703.5,3014.07,24518.9,7.93005E-06,0.0100295
0.648029,0,83.1485,0.00238419,0.327311,30683.8,3660.44,30464.6,8.06176E-06,0.0100149
0.513033,0,83.0481,0.00238419,0.263083,38262.5,4631.15,37981.2,8.16783E-06,0.0100246
0.406159,0,82.8768,0.00238419,0.212793,47401.6,5877.93,47035.7,8.33099E-06,0.0100249
0.321548,0,82.8469,0.00238419,0.171421,59134,7363.44,58673.7,8.43587E-06,0.0100273
0.254564,0,82.6807,0.00238419,0.137765,73499.6,9363.7,72900.7,8.57612E-06,0.00998498
0.201534,0,82.4809,0.00238419,0.111563,91671.6,11995.8,90883.3,8.68936E-06,0.0100057
0.159551,0,82.3923,0.00238419,0.0906446,114503,15159,113495,8.78908E-06,0.0100117
0.126313,0,82.2414,0.00238419,0.0739972,142877,19288.5,141569,8.90023E-06,0.0100166
0.1,0,82.1096,0.00238419,0.0609193,178403,24490.9,176714,9.00635E-06,0.0100243
