time /s	I /mA	E /V
4.3500000E+00	-5.9230E-03	6.9407E-03
4.3600000E+00	-4.9674E-03	4.9348E-03
4.3700000E+00	-3.8397E-03	8.2500E-03
4.3800000E+00	-2.4776E-03	1.6233E-02
4.3900000E+00	-1.0858E-03	2.9254E-02
4.4000000E+00	2.9161E-04	4.6266E-02
4.4100000E+00	1.7675E-03	6.7183E-02
4.4200000E+00	3.1342E-03	9.1186E-02
4.4300000E+00	4.4598E-03	1.1750E-01
4.4400000E+00	5.7559E-03	1.4519E-01
4.4500000E+00	6.8959E-03	1.7348E-01
4.4600000E+00	8.1167E-03	2.0112E-01
4.4700000E+00	9.1944E-03	2.2746E-01
4.4800000E+00	1.0027E-02	2.5145E-01
4.4900000E+00	1.0244E-02	2.7276E-01
4.5000000E+00	1.0288E-02	2.9010E-01
4.5100000E+00	9.8370E-03	3.0310E-01
4.5200000E+00	9.0755E-03	3.1145E-01
4.5300000E+00	7.8058E-03	3.1474E-01
4.5400000E+00	6.3232E-03	3.1306E-01
4.5500000E+00	4.5398E-03	3.0641E-01
4.5600000E+00	2.5956E-03	2.9478E-01
4.5700000E+00	6.4601E-04	2.7910E-01
4.5800000E+00	-1.1737E-03	2.5946E-01
4.5900000E+00	-2.9288E-03	2.3682E-01
4.6000000E+00	-4.4401E-03	2.1180E-01
4.6100000E+00	-5.5845E-03	1.8551E-01
4.6200000E+00	-6.4685E-03	1.5852E-01
4.6300000E+00	-7.1030E-03	1.3186E-01
4.6400000E+00	-7.5697E-03	1.0653E-01
4.6500000E+00	-7.7417E-03	8.3550E-02
4.6600000E+00	-7.6404E-03	6.3218E-02
4.6700000E+00	-7.4226E-03	4.6876E-02
4.6800000E+00	-6.8417E-03	3.4891E-02
4.6900000E+00	-6.1519E-03	2.7221E-02
4.7000000E+00	-5.1311E-03	2.4923E-02
4.7100000E+00	-3.9744E-03	2.7545E-02
4.7200000E+00	-2.7391E-03	3.4897E-02
4.7300000E+00	-1.3062E-03	4.7578E-02
4.7400000E+00	1.6660E-04	6.4221E-02
4.7500000E+00	1.5235E-03	8.4518E-02
4.7600000E+00	3.0379E-03	1.0853E-01
4.7700000E+00	4.3712E-03	1.3453E-01
4.7800000E+00	5.7640E-03	1.6218E-01
4.7900000E+00	6.9576E-03	1.9014E-01
4.8000000E+00	8.2886E-03	2.1780E-01
4.8100000E+00	9.3981E-03	2.4445E-01
4.8200000E+00	9.9854E-03	2.6875E-01
4.8300000E+00	1.0403E-02	2.9043E-01
4.8400000E+00	1.0415E-02	3.0809E-01
4.8500000E+00	1.0139E-02	3.2174E-01
4.8600000E+00	9.2803E-03	3.3077E-01
4.8700000E+00	8.1287E-03	3.3474E-01
4.8800000E+00	6.5917E-03	3.3343E-01
4.8900000E+00	4.8554E-03	3.2742E-01
4.9000000E+00	2.9626E-03	3.1645E-01
4.9100000E+00	9.5596E-04	3.0108E-01
4.9200000E+00	-8.9936E-04	2.8177E-01
4.9300000E+00	-2.8270E-03	2.5948E-01
4.9400000E+00	-4.3600E-03	2.3480E-01
4.9500000E+00	-5.7094E-03	2.0850E-01
4.9600000E+00	-6.6989E-03	1.8147E-01
4.9700000E+00	-7.3463E-03	1.5485E-01
4.9800000E+00	-7.7301E-03	1.2920E-01
4.9900000E+00	-7.8854E-03	1.0588E-01
5.0000000E+00	-7.8643E-03	8.5536E-02
5.0100000E+00	-7.6008E-03	6.8522E-02
5.0200000E+00	-7.0464E-03	5.5869E-02
5.0300000E+00	-6.3163E-03	4.7926E-02
5.0400000E+00	-5.3172E-03	4.4901E-02
5.0500000E+00	-4.1886E-03	4.6929E-02
5.0600000E+00	-2.8857E-03	5.3909E-02
5.0700000E+00	-1.5034E-03	6.5858E-02
5.0800000E+00	-8.5577E-05	8.1885E-02
5.0900000E+00	1.4008E-03	1.0220E-01
5.1000000E+00	2.8610E-03	1.2552E-01
5.1100000E+00	4.2540E-03	1.5117E-01
5.1200000E+00	5.7121E-03	1.7881E-01
5.1300000E+00	7.2013E-03	2.0683E-01
5.1400000E+00	8.5870E-03	2.3481E-01
5.1500000E+00	9.5359E-03	2.6145E-01
5.1600000E+00	1.0099E-02	2.8610E-01
5.1700000E+00	1.0541E-02	3.0810E-01
5.1800000E+00	1.0653E-02	3.2642E-01
5.1900000E+00	1.0236E-02	3.4043E-01
5.2000000E+00	9.4465E-03	3.4977E-01
5.2100000E+00	8.4048E-03	3.5441E-01
5.2200000E+00	6.9287E-03	3.5374E-01
5.2300000E+00	5.1784E-03	3.4841E-01
5.2400000E+00	3.2578E-03	3.3775E-01
5.2500000E+00	1.3345E-03	3.2309E-01
5.2600000E+00	-5.9859E-04	3.0445E-01
5.2700000E+00	-2.5725E-03	2.8245E-01
5.2800000E+00	-4.2683E-03	2.5778E-01
5.2900000E+00	-5.7526E-03	2.3148E-01
5.3000000E+00	-6.7816E-03	2.0449E-01
5.3100000E+00	-7.5154E-03	1.7783E-01
5.3200000E+00	-7.9685E-03	1.5219E-01
5.3300000E+00	-8.1835E-03	1.2854E-01
5.3400000E+00	-8.0419E-03	1.0752E-01
5.3500000E+00	-7.7721E-03	9.0205E-02
5.3600000E+00	-7.2349E-03	7.7230E-02
5.3700000E+00	-6.5293E-03	6.8534E-02
5.3800000E+00	-5.5629E-03	6.4889E-02
