time /s	I /mA	E /V
1.0000000E-02	-6.9715E-03	-1.0000E-01
2.0000000E-02	-3.7409E-03	-8.1031E-02
3.0000000E-02	-1.7343E-03	-6.2408E-02
4.0000000E-02	-3.0294E-04	-4.4415E-02
5.0000000E-02	7.4274E-04	-2.7045E-02
6.0000000E-02	1.4797E-03	-1.0744E-02
7.0000000E-02	1.9608E-03	4.2430E-03
8.0000000E-02	2.3227E-03	1.7582E-02
9.0000000E-02	2.4356E-03	2.9253E-02
1.0000000E-01	2.5094E-03	3.9218E-02
1.1000000E-01	2.3581E-03	4.6884E-02
1.2000000E-01	2.1393E-03	5.2563E-02
1.3000000E-01	1.8555E-03	5.6208E-02
1.4000000E-01	1.5006E-03	5.7551E-02
1.5000000E-01	1.0558E-03	5.6527E-02
1.6000000E-01	5.6343E-04	5.3218E-02
1.7000000E-01	7.7965E-05	4.7885E-02
1.8000000E-01	-5.8739E-04	4.0228E-02
1.9000000E-01	-1.1659E-03	3.0899E-02
2.0000000E-01	-1.8287E-03	1.9578E-02
2.1000000E-01	-2.5190E-03	6.5784E-03
2.2000000E-01	-3.1179E-03	-7.7282E-03
2.3000000E-01	-3.7737E-03	-2.3051E-02
2.4000000E-01	-4.4932E-03	-3.9751E-02
2.5000000E-01	-5.0891E-03	-5.7023E-02
2.6000000E-01	-5.6624E-03	-7.4701E-02
2.7000000E-01	-6.1726E-03	-9.2346E-02
2.8000000E-01	-6.6741E-03	-1.1003E-01
2.9000000E-01	-7.2161E-03	-1.2732E-01
3.0000000E-01	-7.5376E-03	-1.4400E-01
3.1000000E-01	-7.9160E-03	-1.5966E-01
3.2000000E-01	-8.1229E-03	-1.7430E-01
3.3000000E-01	-8.1795E-03	-1.8761E-01
3.4000000E-01	-8.1981E-03	-1.9899E-01
3.5000000E-01	-8.1326E-03	-2.0896E-01
3.6000000E-01	-7.7925E-03	-2.1665E-01
3.7000000E-01	-7.4081E-03	-2.2262E-01
3.8000000E-01	-6.7269E-03	-2.2597E-01
3.9000000E-01	-6.2057E-03	-2.2764E-01
4.0000000E-01	-5.4099E-03	-2.2664E-01
4.1000000E-01	-4.5528E-03	-2.2365E-01
4.2000000E-01	-3.6709E-03	-2.1829E-01
4.3000000E-01	-2.7202E-03	-2.1064E-01
4.4000000E-01	-1.7252E-03	-2.0130E-01
4.5000000E-01	-9.1336E-04	-1.9001E-01
4.6000000E-01	4.6480E-05	-1.7670E-01
4.7000000E-01	9.4354E-04	-1.6204E-01
4.8000000E-01	1.8070E-03	-1.4603E-01
4.9000000E-01	2.5809E-03	-1.2905E-01
5.0000000E-01	3.3372E-03	-1.1106E-01
5.1000000E-01	4.0209E-03	-9.2426E-02
5.2000000E-01	4.6792E-03	-7.3426E-02
5.3000000E-01	5.1984E-03	-5.4442E-02
5.4000000E-01	5.6322E-03	-3.5764E-02
5.5000000E-01	5.9927E-03	-1.7446E-02
5.6000000E-01	6.2096E-03	-9.1397E-05
5.7000000E-01	6.3949E-03	1.6573E-02
5.8000000E-01	6.3504E-03	3.1587E-02
5.9000000E-01	6.2406E-03	4.5210E-02
6.0000000E-01	6.0455E-03	5.7549E-02
6.1000000E-01	5.7764E-03	6.7519E-02
6.2000000E-01	5.4558E-03	7.5841E-02
6.3000000E-01	4.9376E-03	8.1886E-02
6.4000000E-01	4.4872E-03	8.5857E-02
6.5000000E-01	3.8842E-03	8.7509E-02
6.6000000E-01	3.2544E-03	8.6881E-02
6.7000000E-01	2.5501E-03	8.3885E-02
6.8000000E-01	1.9136E-03	7.8860E-02
6.9000000E-01	1.1497E-03	7.1883E-02
7.0000000E-01	3.6628E-04	6.2559E-02
7.1000000E-01	-3.1418E-04	5.1544E-02
7.2000000E-01	-1.0695E-03	3.8886E-02
7.3000000E-01	-1.7693E-03	2.4891E-02
7.4000000E-01	-2.4962E-03	9.5572E-03
7.5000000E-01	-3.1862E-03	-6.7318E-03
7.6000000E-01	-3.8477E-03	-2.3707E-02
7.7000000E-01	-4.4539E-03	-4.1387E-02
7.8000000E-01	-5.0185E-03	-5.9406E-02
7.9000000E-01	-5.5079E-03	-7.7046E-02
8.0000000E-01	-5.8986E-03	-9.4362E-02
8.1000000E-01	-6.3189E-03	-1.1132E-01
8.2000000E-01	-6.5908E-03	-1.2699E-01
8.3000000E-01	-6.7338E-03	-1.4201E-01
8.4000000E-01	-6.8606E-03	-1.5533E-01
8.5000000E-01	-6.8057E-03	-1.6732E-01
8.6000000E-01	-6.6580E-03	-1.7730E-01
8.7000000E-01	-6.4132E-03	-1.8563E-01
8.8000000E-01	-6.1215E-03	-1.9166E-01
8.9000000E-01	-5.6150E-03	-1.9562E-01
9.0000000E-01	-5.0484E-03	-1.9733E-01
9.1000000E-01	-4.4075E-03	-1.9699E-01
9.2000000E-01	-3.6652E-03	-1.9433E-01
9.3000000E-01	-2.8625E-03	-1.8931E-01
9.4000000E-01	-2.0664E-03	-1.8231E-01
9.5000000E-01	-1.1404E-03	-1.7300E-01
9.6000000E-01	-2.6886E-04	-1.6202E-01
9.7000000E-01	4.7769E-04	-1.4936E-01
9.8000000E-01	1.3281E-03	-1.3472E-01
9.9000000E-01	2.1718E-03	-1.1907E-01
1.0000000E+00	2.9247E-03	-1.0206E-01
1.0100000E+00	3.6455E-03	-8.4070E-02
