time /s	I /mA	E /V
1.0000000E-02	-6.8934E-03	-1.0002E-01
2.0000000E-02	-4.1660E-03	-8.5695E-02
3.0000000E-02	-2.4710E-03	-7.1385E-02
4.0000000E-02	-1.1661E-03	-5.7414E-02
5.0000000E-02	-2.5096E-04	-4.3759E-02
6.0000000E-02	4.9838E-04	-3.0431E-02
7.0000000E-02	1.0721E-03	-1.7749E-02
8.0000000E-02	1.4812E-03	-5.7469E-03
9.0000000E-02	1.7761E-03	5.2784E-03
1.0000000E-01	2.0057E-03	1.5915E-02
1.1000000E-01	2.1297E-03	2.5247E-02
1.2000000E-01	2.1409E-03	3.3584E-02
1.3000000E-01	2.1381E-03	4.0879E-02
1.4000000E-01	2.1004E-03	4.7218E-02
1.5000000E-01	1.9383E-03	5.2255E-02
1.6000000E-01	1.7924E-03	5.5907E-02
1.7000000E-01	1.6078E-03	5.8564E-02
1.8000000E-01	1.3988E-03	5.9860E-02
1.9000000E-01	1.0995E-03	5.9882E-02
2.0000000E-01	7.9997E-04	5.8537E-02
2.1000000E-01	4.2617E-04	5.6232E-02
2.2000000E-01	1.4154E-04	5.2563E-02
2.3000000E-01	-2.5790E-04	4.7562E-02
2.4000000E-01	-6.2596E-04	4.1578E-02
2.5000000E-01	-1.0754E-03	3.4217E-02
2.6000000E-01	-1.4297E-03	2.6241E-02
2.7000000E-01	-1.8541E-03	1.7232E-02
2.8000000E-01	-2.2737E-03	7.2511E-03
2.9000000E-01	-2.6861E-03	-3.4153E-03
3.0000000E-01	-3.1182E-03	-1.5090E-02
3.1000000E-01	-3.5135E-03	-2.7077E-02
3.2000000E-01	-3.8352E-03	-3.9425E-02
3.3000000E-01	-4.2618E-03	-5.2388E-02
3.4000000E-01	-4.6182E-03	-6.5386E-02
3.5000000E-01	-4.9399E-03	-7.8368E-02
3.6000000E-01	-5.3517E-03	-9.1734E-02
3.7000000E-01	-5.6038E-03	-1.0470E-01
3.8000000E-01	-5.9516E-03	-1.1769E-01
3.9000000E-01	-6.1784E-03	-1.3036E-01
4.0000000E-01	-6.3412E-03	-1.4238E-01
4.1000000E-01	-6.5484E-03	-1.5399E-01
4.2000000E-01	-6.6493E-03	-1.6467E-01
4.3000000E-01	-6.7237E-03	-1.7497E-01
4.4000000E-01	-6.7129E-03	-1.8432E-01
4.5000000E-01	-6.6827E-03	-1.9266E-01
4.6000000E-01	-6.5776E-03	-1.9996E-01
4.7000000E-01	-6.3866E-03	-2.0630E-01
4.8000000E-01	-6.1474E-03	-2.1129E-01
4.9000000E-01	-5.8053E-03	-2.1532E-01
5.0000000E-01	-5.5326E-03	-2.1830E-01
5.1000000E-01	-5.0835E-03	-2.1964E-01
5.2000000E-01	-4.6204E-03	-2.1996E-01
5.3000000E-01	-4.1557E-03	-2.1896E-01
5.4000000E-01	-3.6130E-03	-2.1663E-01
5.5000000E-01	-3.1180E-03	-2.1331E-01
5.6000000E-01	-2.4716E-03	-2.0862E-01
5.7000000E-01	-1.9109E-03	-2.0267E-01
5.8000000E-01	-1.3386E-03	-1.9566E-01
5.9000000E-01	-7.1143E-04	-1.8733E-01
