time /s	I /mA	E /V
1.0000000E-02	-7.3825E-03	-1.0002E-01
2.0000000E-02	7.9751E-03	4.4527E-02
3.0000000E-02	-2.9919E-03	-1.8736E-02
4.0000000E-02	-2.1500E-02	-1.9760E-01
5.0000000E-02	-1.8926E-02	-2.3291E-01
6.0000000E-02	4.9229E-03	-7.2760E-02
7.0000000E-02	1.2736E-02	5.2178E-02
8.0000000E-02	-2.5182E-03	-3.7395E-02
9.0000000E-02	-2.0106E-02	-2.1157E-01
1.0000000E-01	-1.3600E-02	-2.1793E-01
1.1000000E-01	8.4073E-03	-4.6494E-02
1.2000000E-01	1.3236E-02	5.6156E-02
1.3000000E-01	-4.1700E-03	-5.7701E-02
1.4000000E-01	-1.9997E-02	-2.2257E-01
1.5000000E-01	-9.4779E-03	-1.9965E-01
1.6000000E-01	1.0785E-02	-2.1146E-02
1.7000000E-01	1.2706E-02	5.6152E-02
1.8000000E-01	-6.1781E-03	-7.8689E-02
1.9000000E-01	-1.9920E-02	-2.2992E-01
2.0000000E-01	-5.8616E-03	-1.7833E-01
2.1000000E-01	1.2674E-02	2.4858E-03
2.2000000E-01	1.1539E-02	5.2164E-02
2.3000000E-01	-8.3410E-03	-1.0031E-01
2.4000000E-01	-1.9436E-02	-2.3358E-01
2.5000000E-01	-2.7036E-03	-1.5466E-01
2.6000000E-01	1.4057E-02	2.3473E-02
2.7000000E-01	9.6927E-03	4.4501E-02
2.8000000E-01	-1.0388E-02	-1.2129E-01
2.9000000E-01	-1.8547E-02	-2.3359E-01
3.0000000E-01	2.6187E-04	-1.2936E-01
3.1000000E-01	1.5091E-02	4.1777E-02
3.2000000E-01	7.3581E-03	3.3185E-02
3.3000000E-01	-1.2235E-02	-1.4129E-01
3.4000000E-01	-1.7146E-02	-2.2927E-01
3.5000000E-01	3.0731E-03	-1.0272E-01
3.6000000E-01	1.5618E-02	5.6464E-02
3.7000000E-01	4.8601E-03	1.9202E-02
3.8000000E-01	-1.3972E-02	-1.5996E-01
3.9000000E-01	-1.5251E-02	-2.2126E-01
4.0000000E-01	5.5689E-03	-7.5458E-02
4.1000000E-01	1.5789E-02	6.7783E-02
4.2000000E-01	2.3144E-03	2.5810E-03
4.3000000E-01	-1.5392E-02	-1.7625E-01
4.4000000E-01	-1.3052E-02	-2.0927E-01
4.5000000E-01	7.9296E-03	-4.8130E-02
4.6000000E-01	1.5467E-02	7.5454E-02
4.7000000E-01	-2.9016E-04	-1.6414E-02
4.8000000E-01	-1.6593E-02	-1.8991E-01
4.9000000E-01	-1.0337E-02	-1.9395E-01
5.0000000E-01	9.9902E-03	-2.1826E-02
5.1000000E-01	1.4784E-02	7.8814E-02
5.2000000E-01	-2.8204E-03	-3.6719E-02
5.3000000E-01	-1.7417E-02	-2.0059E-01
5.4000000E-01	-7.4152E-03	-1.7528E-01
5.5000000E-01	1.1831E-02	3.4756E-03
5.6000000E-01	1.3630E-02	7.8487E-02
5.7000000E-01	-5.1898E-03	-5.7686E-02
5.8000000E-01	-1.7766E-02	-2.0756E-01
5.9000000E-01	-4.4761E-03	-1.5400E-01
6.0000000E-01	1.3271E-02	2.6799E-02
6.1000000E-01	1.1990E-02	7.4136E-02
6.2000000E-01	-7.5399E-03	-7.9318E-02
6.3000000E-01	-1.7622E-02	-2.1124E-01
6.4000000E-01	-1.6400E-03	-1.3001E-01
6.5000000E-01	1.4505E-02	4.7494E-02
6.6000000E-01	1.0014E-02	6.6156E-02
6.7000000E-01	-9.6865E-03	-1.0030E-01
6.8000000E-01	-1.6959E-02	-2.1055E-01
6.9000000E-01	1.0378E-03	-1.0474E-01
7.0000000E-01	1.5378E-02	6.5473E-02
7.1000000E-01	7.6114E-03	5.4867E-02
7.2000000E-01	-1.1647E-02	-1.2028E-01
7.3000000E-01	-1.5796E-02	-2.0622E-01
7.4000000E-01	3.6267E-03	-7.8090E-02
7.5000000E-01	1.5903E-02	8.0117E-02
7.6000000E-01	5.0102E-03	4.0532E-02
7.7000000E-01	-1.3339E-02	-1.3859E-01
7.8000000E-01	-1.4052E-02	-1.9794E-01
7.9000000E-01	6.0250E-03	-5.0800E-02
8.0000000E-01	1.5932E-02	9.1162E-02
8.1000000E-01	2.4370E-03	2.3893E-02
8.2000000E-01	-1.4750E-02	-1.5459E-01
8.3000000E-01	-1.1991E-02	-1.8562E-01
8.4000000E-01	8.2169E-03	-2.3448E-02
8.5000000E-01	1.5597E-02	9.8490E-02
8.6000000E-01	-1.7446E-04	4.9438E-03
8.7000000E-01	-1.5906E-02	-1.6827E-01
8.8000000E-01	-9.4640E-03	-1.6995E-01
8.9000000E-01	1.0245E-02	2.8049E-03
9.0000000E-01	1.4823E-02	1.0149E-01
9.1000000E-01	-2.6728E-03	-1.5373E-02
9.2000000E-01	-1.6678E-02	-1.7856E-01
9.3000000E-01	-6.7436E-03	-1.5134E-01
9.4000000E-01	1.1954E-02	2.7812E-02
9.5000000E-01	1.3573E-02	1.0083E-01
9.6000000E-01	-5.0854E-03	-3.6702E-02
9.7000000E-01	-1.7033E-02	-1.8555E-01
9.8000000E-01	-3.9517E-03	-1.2966E-01
9.9000000E-01	1.3428E-02	5.1140E-02
1.0000000E+00	1.2004E-02	9.6518E-02
1.0100000E+00	-7.3730E-03	-5.8007E-02
1.0200000E+00	-1.6878E-02	-1.8858E-01
1.0300000E+00	-1.2456E-03	-1.0572E-01
1.0400000E+00	1.4579E-02	7.1788E-02
1.0500000E+00	9.9482E-03	8.8149E-02
1.0600000E+00	-9.5302E-03	-7.8997E-02
1.0700000E+00	-1.6229E-02	-1.8793E-01
1.0800000E+00	1.3856E-03	-8.0049E-02
1.0900000E+00	1.5442E-02	8.9468E-02
1.1000000E+00	7.4198E-03	7.6516E-02
1.1100000E+00	-1.1435E-02	-9.8976E-02
1.1200000E+00	-1.5033E-02	-1.8294E-01
1.1300000E+00	3.8874E-03	-5.3413E-02
1.1400000E+00	1.5856E-02	1.0380E-01
1.1500000E+00	4.8868E-03	6.2174E-02
1.1600000E+00	-1.3131E-02	-1.1728E-01
1.1700000E+00	-1.3380E-02	-1.7427E-01
1.1800000E+00	6.2666E-03	-2.6140E-02
1.1900000E+00	1.5892E-02	1.1448E-01
1.2000000E+00	2.3002E-03	4.4853E-02
1.2100000E+00	-1.4554E-02	-1.3326E-01
1.2200000E+00	-1.1366E-02	-1.6195E-01
1.2300000E+00	8.4142E-03	1.1807E-03
1.2400000E+00	1.5557E-02	1.2149E-01
1.2500000E+00	-2.6460E-04	2.5933E-02
1.2600000E+00	-1.5607E-02	-1.4659E-01
1.2700000E+00	-8.9027E-03	-1.4595E-01
1.2800000E+00	1.0358E-02	2.7467E-02
1.2900000E+00	1.4741E-02	1.2448E-01
1.3000000E+00	-2.7242E-03	5.5911E-03
1.3100000E+00	-1.6350E-02	-1.5659E-01
1.3200000E+00	-6.2638E-03	-1.2700E-01
1.3300000E+00	1.2084E-02	5.2487E-02
1.3400000E+00	1.3507E-02	1.2350E-01
1.3500000E+00	-5.1298E-03	-1.5732E-02
1.3600000E+00	-1.6599E-02	-1.6324E-01
1.3700000E+00	-3.5799E-03	-1.0532E-01
1.3800000E+00	1.3519E-02	7.5468E-02
1.3900000E+00	1.1904E-02	1.1849E-01
1.4000000E+00	-7.3595E-03	-3.7021E-02
1.4100000E+00	-1.6346E-02	-1.6591E-01
1.4200000E+00	-8.6322E-04	-8.1048E-02
1.4300000E+00	1.4599E-02	9.5817E-02
1.4400000E+00	9.7675E-03	1.1018E-01
1.4500000E+00	-9.4833E-03	-5.8010E-02
1.4600000E+00	-1.5733E-02	-1.6491E-01
1.4700000E+00	1.6971E-03	-5.5430E-02
1.4800000E+00	1.5421E-02	1.1317E-01
1.4900000E+00	7.2600E-03	9.8185E-02
1.5000000E+00	-1.1342E-02	-7.7990E-02
1.5100000E+00	-1.4585E-02	-1.5996E-01
1.5200000E+00	4.2001E-03	-2.8447E-02
1.5300000E+00	1.5922E-02	1.2748E-01
1.5400000E+00	4.6479E-03	8.3519E-02
1.5500000E+00	-1.2962E-02	-9.5948E-02
1.5600000E+00	-1.2973E-02	-1.5092E-01
1.5700000E+00	6.4854E-03	-1.4245E-03
1.5800000E+00	1.5976E-02	1.3784E-01
1.5900000E+00	2.1529E-03	6.6168E-02
1.6000000E+00	-1.4373E-02	-1.1161E-01
1.6100000E+00	-1.0910E-02	-1.3831E-01
1.6200000E+00	8.5461E-03	2.5849E-02
1.6300000E+00	1.5592E-02	1.4449E-01
1.6400000E+00	-3.9431E-04	4.7209E-02
1.6500000E+00	-1.5364E-02	-1.2460E-01
1.6600000E+00	-8.4676E-03	-1.2197E-01
1.6700000E+00	1.0490E-02	5.2174E-02
1.6800000E+00	1.4740E-02	1.4714E-01
1.6900000E+00	-2.8371E-03	2.6562E-02
1.7000000E+00	-1.6045E-02	-1.3464E-01
1.7100000E+00	-5.8765E-03	-1.0267E-01
1.7200000E+00	1.2115E-02	7.6841E-02
1.7300000E+00	1.3427E-02	1.4581E-01
1.7400000E+00	-5.2160E-03	5.2457E-03
1.7500000E+00	-1.6287E-02	-1.4095E-01
1.7600000E+00	-3.2384E-03	-8.0699E-02
1.7700000E+00	1.3482E-02	9.9496E-02
1.7800000E+00	1.1826E-02	1.4082E-01
1.7900000E+00	-7.3637E-03	-1.6042E-02
1.8000000E+00	-1.6075E-02	-1.4328E-01
1.8100000E+00	-6.1216E-04	-5.6776E-02
1.8200000E+00	1.4587E-02	1.1984E-01
1.8300000E+00	9.5702E-03	1.3184E-01
1.8400000E+00	-9.4683E-03	-3.7012E-02
1.8500000E+00	-1.5325E-02	-1.4196E-01
1.8600000E+00	1.9382E-03	-3.0791E-02
1.8700000E+00	1.5485E-02	1.3717E-01
1.8800000E+00	7.0600E-03	1.1983E-01
1.8900000E+00	-1.1345E-02	-5.6685E-02
1.9000000E+00	-1.4191E-02	-1.3661E-01
1.9100000E+00	4.4665E-03	-3.7728E-03
1.9200000E+00	1.5920E-02	1.5082E-01
1.9300000E+00	4.4515E-03	1.0488E-01
1.9400000E+00	-1.2938E-02	-7.4639E-02
1.9500000E+00	-1.2568E-02	-1.2763E-01
1.9600000E+00	6.6536E-03	2.3516E-02
1.9700000E+00	1.6041E-02	1.6113E-01
1.9800000E+00	1.8751E-03	8.7511E-02
1.9900000E+00	-1.4272E-02	-9.0271E-02
