time /s	I /mA	E /V
1.0000000E-02	-6.9996E-03	-9.9999E-02
2.0000000E-02	-4.3193E-03	-8.1036E-02
3.0000000E-02	-2.4964E-03	-6.2361E-02
4.0000000E-02	-1.1800E-03	-4.4381E-02
5.0000000E-02	-1.5796E-04	-2.7027E-02
6.0000000E-02	6.0644E-04	-1.0729E-02
7.0000000E-02	1.1932E-03	4.2519E-03
8.0000000E-02	1.5965E-03	1.7607E-02
9.0000000E-02	1.8982E-03	2.9269E-02
1.0000000E-01	2.0253E-03	3.9250E-02
1.1000000E-01	2.0312E-03	4.6939E-02
1.2000000E-01	1.9495E-03	5.2600E-02
1.3000000E-01	1.7682E-03	5.6252E-02
1.4000000E-01	1.5016E-03	5.7584E-02
1.5000000E-01	1.1260E-03	5.6590E-02
1.6000000E-01	6.9908E-04	5.3275E-02
1.7000000E-01	2.5713E-04	4.7909E-02
1.8000000E-01	-2.9850E-04	4.0280E-02
1.9000000E-01	-8.4842E-04	3.0939E-02
2.0000000E-01	-1.4091E-03	1.9629E-02
2.1000000E-01	-2.0003E-03	6.5994E-03
2.2000000E-01	-2.5972E-03	-7.7197E-03
2.3000000E-01	-3.1884E-03	-2.3026E-02
2.4000000E-01	-3.7985E-03	-3.9694E-02
2.5000000E-01	-4.4296E-03	-5.7006E-02
2.6000000E-01	-4.9453E-03	-7.4660E-02
2.7000000E-01	-5.4316E-03	-9.2327E-02
2.8000000E-01	-5.8916E-03	-1.1003E-01
2.9000000E-01	-6.2506E-03	-1.2733E-01
3.0000000E-01	-6.6216E-03	-1.4400E-01
3.1000000E-01	-6.8820E-03	-1.5962E-01
3.2000000E-01	-7.0228E-03	-1.7429E-01
3.3000000E-01	-7.1059E-03	-1.8765E-01
3.4000000E-01	-7.0356E-03	-1.9898E-01
3.5000000E-01	-6.9101E-03	-2.0897E-01
3.6000000E-01	-6.6879E-03	-2.1664E-01
3.7000000E-01	-6.3795E-03	-2.2260E-01
3.8000000E-01	-5.9489E-03	-2.2597E-01
3.9000000E-01	-5.4801E-03	-2.2762E-01
4.0000000E-01	-4.9099E-03	-2.2662E-01
4.1000000E-01	-4.2747E-03	-2.2362E-01
4.2000000E-01	-3.5985E-03	-2.1828E-01
4.3000000E-01	-2.8495E-03	-2.1064E-01
4.4000000E-01	-2.1477E-03	-2.0132E-01
