time /s	I /mA	E /V
1.0000000E-02	-1.4836E-02	-1.9995E-01
2.0000000E-02	4.0669E-03	-5.8061E-02
3.0000000E-02	-5.1397E-03	-1.0336E-01
4.0000000E-02	-2.6170E-02	-2.7489E-01
5.0000000E-02	-2.9541E-02	-3.4388E-01
6.0000000E-02	-1.6969E-03	-2.1765E-01
7.0000000E-02	1.1949E-02	-6.2764E-02
8.0000000E-02	2.6511E-03	-8.3712E-02
9.0000000E-02	-1.7555E-02	-2.5155E-01
1.0000000E-01	-2.5211E-02	-3.4256E-01
1.1000000E-01	-1.8004E-03	-2.3496E-01
1.2000000E-01	1.3357E-02	-7.0446E-02
1.3000000E-01	6.7165E-03	-6.6749E-02
1.4000000E-01	-1.3335E-02	-2.2725E-01
1.5000000E-01	-2.3554E-02	-3.3820E-01
1.6000000E-01	-3.4002E-03	-2.5128E-01
1.7000000E-01	1.3418E-02	-8.0425E-02
1.8000000E-01	9.7688E-03	-5.1783E-02
1.9000000E-01	-1.0276E-02	-2.0231E-01
2.0000000E-01	-2.2420E-02	-3.3087E-01
2.1000000E-01	-5.4343E-03	-2.6630E-01
2.2000000E-01	1.2782E-02	-9.2774E-02
2.3000000E-01	1.2084E-02	-4.0124E-02
2.4000000E-01	-7.4086E-03	-1.7662E-01
2.5000000E-01	-2.1281E-02	-3.2055E-01
2.6000000E-01	-7.7571E-03	-2.7960E-01
2.7000000E-01	1.1627E-02	-1.0711E-01
2.8000000E-01	1.3744E-02	-3.1152E-02
2.9000000E-01	-4.7259E-03	-1.5132E-01
3.0000000E-01	-2.0015E-02	-3.0721E-01
3.1000000E-01	-1.0127E-02	-2.9057E-01
3.2000000E-01	1.0196E-02	-1.2273E-01
3.3000000E-01	1.5078E-02	-2.5107E-02
3.4000000E-01	-2.2030E-03	-1.2633E-01
3.5000000E-01	-1.8556E-02	-2.9119E-01
3.6000000E-01	-1.2597E-02	-2.9958E-01
3.7000000E-01	8.5532E-03	-1.3942E-01
3.8000000E-01	1.5820E-02	-2.2470E-02
3.9000000E-01	3.8303E-04	-1.0273E-01
4.0000000E-01	-1.6882E-02	-2.7255E-01
4.1000000E-01	-1.4680E-02	-3.0589E-01
4.2000000E-01	6.6830E-03	-1.5701E-01
4.3000000E-01	1.6238E-02	-2.2834E-02
4.4000000E-01	2.8635E-03	-8.0390E-02
4.5000000E-01	-1.5124E-02	-2.5222E-01
4.6000000E-01	-1.6267E-02	-3.0920E-01
4.7000000E-01	4.6502E-03	-1.7470E-01
4.8000000E-01	1.6235E-02	-2.6148E-02
4.9000000E-01	5.4329E-03	-5.9733E-02
5.0000000E-01	-1.3202E-02	-2.2958E-01
5.1000000E-01	-1.7552E-02	-3.0955E-01
5.2000000E-01	2.4907E-03	-1.9205E-01
5.3000000E-01	1.5910E-02	-3.2156E-02
5.4000000E-01	7.8812E-03	-4.1116E-02
5.5000000E-01	-1.1332E-02	-2.0596E-01
5.6000000E-01	-1.8313E-02	-3.0685E-01
5.7000000E-01	9.4643E-05	-2.0903E-01
5.8000000E-01	1.5190E-02	-4.1137E-02
5.9000000E-01	1.0206E-02	-2.5123E-02
6.0000000E-01	-9.1641E-03	-1.8092E-01
6.1000000E-01	-1.8639E-02	-3.0119E-01
6.2000000E-01	-2.2602E-03	-2.2463E-01
6.3000000E-01	1.4215E-02	-5.2135E-02
6.4000000E-01	1.2309E-02	-1.1805E-02
6.5000000E-01	-6.9765E-03	-1.5565E-01
6.6000000E-01	-1.8459E-02	-2.9221E-01
6.7000000E-01	-4.6975E-03	-2.3896E-01
6.8000000E-01	1.2967E-02	-6.5464E-02
6.9000000E-01	1.3900E-02	-1.1774E-03
7.0000000E-01	-4.8564E-03	-1.3033E-01
7.1000000E-01	-1.7975E-02	-2.8023E-01
